round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.80641,0.77002,0.65851,0.68221,0.80641,0.80641,0.80641
2,0.82022,0.77755,0.70129,0.72479,0.82022,0.82022,0.82022
3,0.82391,0.77927,0.71386,0.73582,0.82391,0.82391,0.82391
4,0.82704,0.78258,0.72163,0.74288,0.82704,0.82704,0.82704
5,0.82943,0.78558,0.72668,0.74762,0.82943,0.82943,0.82943
6,0.83238,0.78967,0.7321,0.7529,0.83238,0.83238,0.83238
7,0.83404,0.79207,0.73493,0.75572,0.83404,0.83404,0.83404
8,0.83551,0.79452,0.7369,0.75789,0.83551,0.83551,0.83551
9,0.83588,0.79528,0.73714,0.75829,0.83588,0.83588,0.83588
10,0.83625,0.79574,0.73788,0.75898,0.83625,0.83625,0.83625
11,0.83588,0.79498,0.73764,0.75858,0.83588,0.83588,0.83588
12,0.83699,0.79652,0.73961,0.7605,0.83699,0.83699,0.83699
13,0.83735,0.79683,0.74059,0.76134,0.83735,0.83735,0.83735
14,0.83846,0.7988,0.74182,0.76281,0.83846,0.83846,0.83846
15,0.83901,0.79994,0.74219,0.76341,0.83901,0.83901,0.83901
16,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
17,0.83957,0.80094,0.74281,0.76415,0.83957,0.83957,0.83957
18,0.83938,0.80087,0.74219,0.76366,0.83938,0.83938,0.83938
19,0.83864,0.79996,0.74071,0.76228,0.83864,0.83864,0.83864
20,0.83901,0.80025,0.7417,0.76312,0.83901,0.83901,0.83901
21,0.8392,0.80033,0.74231,0.7636,0.8392,0.8392,0.8392
22,0.83809,0.7988,0.74034,0.76169,0.83809,0.83809,0.83809
23,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
24,0.8392,0.80048,0.74207,0.76346,0.8392,0.8392,0.8392
25,0.83864,0.7998,0.74096,0.76243,0.83864,0.83864,0.83864
26,0.8392,0.80064,0.74182,0.76331,0.8392,0.8392,0.8392
27,0.83901,0.8001,0.74194,0.76326,0.83901,0.83901,0.83901
28,0.8392,0.80048,0.74207,0.76346,0.8392,0.8392,0.8392
29,0.83957,0.80189,0.74132,0.76327,0.83957,0.83957,0.83957
30,0.83957,0.80157,0.74182,0.76357,0.83957,0.83957,0.83957
31,0.83975,0.8018,0.74219,0.76391,0.83975,0.83975,0.83975
32,0.83975,0.80164,0.74243,0.76406,0.83975,0.83975,0.83975
33,0.84012,0.80193,0.74342,0.76489,0.84012,0.84012,0.84012
34,0.83975,0.80148,0.74268,0.7642,0.83975,0.83975,0.83975
35,0.84012,0.80209,0.74317,0.76474,0.84012,0.84012,0.84012
36,0.83957,0.80109,0.74256,0.764,0.83957,0.83957,0.83957
37,0.8392,0.80017,0.74256,0.76375,0.8392,0.8392,0.8392
38,0.83957,0.80063,0.7433,0.76443,0.83957,0.83957,0.83957
39,0.83957,0.80078,0.74305,0.76429,0.83957,0.83957,0.83957
40,0.83957,0.80078,0.74305,0.76429,0.83957,0.83957,0.83957
41,0.83993,0.80155,0.7433,0.76469,0.83993,0.83993,0.83993
42,0.83975,0.80116,0.74317,0.76449,0.83975,0.83975,0.83975
43,0.83975,0.80132,0.74293,0.76435,0.83975,0.83975,0.83975
44,0.84049,0.80191,0.7449,0.766,0.84049,0.84049,0.84049
45,0.83993,0.80123,0.74379,0.76498,0.83993,0.83993,0.83993
46,0.83957,0.80047,0.74355,0.76458,0.83957,0.83957,0.83957
47,0.83957,0.80063,0.7433,0.76443,0.83957,0.83957,0.83957
48,0.8392,0.79987,0.74305,0.76404,0.8392,0.8392,0.8392
49,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
50,0.83901,0.79964,0.74268,0.7637,0.83901,0.83901,0.83901
