round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.3336,0.1112,0.33333,0.16677,0.3336,0.3336,0.3336
2,0.33333,0.22223,0.33202,0.26623,0.33333,0.33333,0.33333
3,0.33351,0.22357,0.33318,0.18393,0.33351,0.33351,0.33351
4,0.3345,0.34578,0.33311,0.27901,0.3345,0.3345,0.3345
5,0.3336,0.1112,0.33333,0.16677,0.3336,0.3336,0.3336
6,0.3327,0.2216,0.33087,0.24667,0.3327,0.3327,0.3327
7,0.33279,0.20974,0.3325,0.1725,0.33279,0.33279,0.33279
8,0.32748,0.21794,0.3273,0.26082,0.32748,0.32748,0.32748
9,0.33315,0.22119,0.33271,0.20722,0.33315,0.33315,0.33315
10,0.33234,0.22201,0.33082,0.26229,0.33234,0.33234,0.33234
11,0.33108,0.22216,0.33046,0.23227,0.33108,0.33108,0.33108
12,0.33288,0.22192,0.33159,0.26589,0.33288,0.33288,0.33288
13,0.33207,0.22211,0.33152,0.2236,0.33207,0.33207,0.33207
14,0.32919,0.21945,0.32931,0.26338,0.32919,0.32919,0.32919
15,0.33306,0.22168,0.33259,0.21336,0.33306,0.33306,0.33306
16,0.33081,0.22062,0.33108,0.26456,0.33081,0.33081,0.33081
17,0.33351,0.22197,0.33307,0.2077,0.33351,0.33351,0.33351
18,0.33396,0.22264,0.3327,0.26668,0.33396,0.33396,0.33396
19,0.33297,0.22206,0.33161,0.2657,0.33297,0.33297,0.33297
20,0.33486,0.22841,0.33447,0.19826,0.33486,0.33486,0.33486
21,0.33441,0.22345,0.33336,0.26324,0.33441,0.33441,0.33441
22,0.33405,0.22496,0.33323,0.25194,0.33405,0.33405,0.33405
23,0.33072,0.22059,0.33103,0.26437,0.33072,0.33072,0.33072
24,0.33559,0.33852,0.33526,0.30921,0.33559,0.33559,0.33559
25,0.33351,0.22246,0.33213,0.26602,0.33351,0.33351,0.33351
26,0.33505,0.33358,0.33582,0.30584,0.33505,0.33505,0.33505
27,0.3327,0.22421,0.33196,0.24558,0.3327,0.3327,0.3327
28,0.33505,0.2238,0.33404,0.26196,0.33505,0.33505,0.33505
29,0.33162,0.22111,0.33051,0.26289,0.33162,0.33162,0.33162
30,0.3336,0.22279,0.33537,0.23479,0.3336,0.3336,0.3336
31,0.33027,0.22013,0.32911,0.26288,0.33027,0.33027,0.33027
32,0.33396,0.2232,0.33294,0.26211,0.33396,0.33396,0.33396
33,0.3391,0.22713,0.34044,0.25567,0.3391,0.3391,0.3391
34,0.33288,0.22441,0.33217,0.24285,0.33288,0.33288,0.33288
35,0.33081,0.22061,0.33133,0.26324,0.33081,0.33081,0.33081
36,0.33315,0.22244,0.33269,0.21124,0.33315,0.33315,0.33315
37,0.33045,0.3327,0.32988,0.30321,0.33045,0.33045,0.33045
38,0.3336,0.1112,0.33333,0.16677,0.3336,0.3336,0.3336
39,0.33315,0.22074,0.33114,0.2279,0.33315,0.33315,0.33315
40,0.33324,0.21586,0.33297,0.16844,0.33324,0.33324,0.33324
41,0.32964,0.21662,0.32827,0.23532,0.32964,0.32964,0.32964
42,0.3336,0.1112,0.33333,0.16677,0.3336,0.3336,0.3336
43,0.32937,0.21782,0.32868,0.25558,0.32937,0.32937,0.32937
44,0.33279,0.21702,0.33251,0.16985,0.33279,0.33279,0.33279
45,0.33649,0.2251,0.33492,0.26485,0.33649,0.33649,0.33649
46,0.33216,0.22259,0.33157,0.22959,0.33216,0.33216,0.33216
47,0.33486,0.33532,0.33426,0.32136,0.33486,0.33486,0.33486
48,0.33324,0.22255,0.33277,0.21252,0.33324,0.33324,0.33324
49,0.33541,0.22413,0.33389,0.26528,0.33541,0.33541,0.33541
50,0.3336,0.1112,0.33333,0.16677,0.3336,0.3336,0.3336
