round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.75078,0.37539,0.5,0.42883,0.75078,0.75078,0.75078
2,0.78081,0.79461,0.57258,0.56743,0.78081,0.78081,0.78081
3,0.81801,0.77551,0.69537,0.71916,0.81801,0.81801,0.81801
4,0.82538,0.77692,0.72497,0.744,0.82538,0.82538,0.82538
5,0.83072,0.78174,0.74062,0.75688,0.83072,0.83072,0.83072
6,0.83533,0.78878,0.74714,0.7637,0.83533,0.83533,0.83533
7,0.83662,0.79051,0.74948,0.76589,0.83662,0.83662,0.83662
8,0.83791,0.79363,0.74886,0.76645,0.83791,0.83791,0.83791
9,0.8368,0.79299,0.74516,0.7636,0.8368,0.8368,0.8368
10,0.83735,0.79368,0.74627,0.76461,0.83735,0.83735,0.83735
11,0.83662,0.79226,0.74578,0.76383,0.83662,0.83662,0.83662
12,0.83772,0.79532,0.74479,0.76403,0.83772,0.83772,0.83772
13,0.83846,0.79583,0.74701,0.7658,0.83846,0.83846,0.83846
14,0.83864,0.7962,0.74713,0.76599,0.83864,0.83864,0.83864
15,0.84085,0.80001,0.74959,0.76892,0.84085,0.84085,0.84085
16,0.83993,0.7993,0.747,0.76682,0.83993,0.83993,0.83993
17,0.8403,0.79976,0.74774,0.7675,0.8403,0.8403,0.8403
18,0.84085,0.79919,0.75107,0.76975,0.84085,0.84085,0.84085
19,0.83993,0.80093,0.74428,0.76526,0.83993,0.83993,0.83993
20,0.84012,0.79842,0.74935,0.76827,0.84012,0.84012,0.84012
21,0.8403,0.79892,0.74922,0.76833,0.8403,0.8403,0.8403
22,0.83993,0.79819,0.74898,0.76793,0.83993,0.83993,0.83993
23,0.84067,0.79965,0.74947,0.76873,0.84067,0.84067,0.84067
24,0.84049,0.79834,0.75107,0.76949,0.84049,0.84049,0.84049
25,0.84104,0.79863,0.75292,0.77089,0.84104,0.84104,0.84104
26,0.84067,0.80078,0.74749,0.76761,0.84067,0.84067,0.84067
27,0.84159,0.80162,0.74983,0.76958,0.84159,0.84159,0.84159
28,0.84085,0.79879,0.75181,0.77016,0.84085,0.84085,0.84085
29,0.84085,0.79919,0.75107,0.76975,0.84085,0.84085,0.84085
30,0.84085,0.79946,0.75058,0.76947,0.84085,0.84085,0.84085
31,0.8403,0.79747,0.75194,0.76983,0.8403,0.8403,0.8403
32,0.84159,0.80023,0.7523,0.77095,0.84159,0.84159,0.84159
33,0.84067,0.7987,0.75119,0.76969,0.84067,0.84067,0.84067
34,0.84122,0.80161,0.74835,0.76849,0.84122,0.84122,0.84122
35,0.84049,0.79744,0.7528,0.77043,0.84049,0.84049,0.84049
36,0.83975,0.79568,0.75305,0.77005,0.83975,0.83975,0.83975
37,0.8392,0.79476,0.75244,0.76932,0.8392,0.8392,0.8392
38,0.84067,0.79767,0.75317,0.77077,0.84067,0.84067,0.84067
39,0.8403,0.79722,0.75243,0.7701,0.8403,0.8403,0.8403
40,0.8403,0.79747,0.75194,0.76983,0.8403,0.8403,0.8403
41,0.84012,0.79802,0.75009,0.76868,0.84012,0.84012,0.84012
42,0.83975,0.79679,0.75083,0.76883,0.83975,0.83975,0.83975
43,0.83957,0.79557,0.75243,0.76958,0.83957,0.83957,0.83957
44,0.83957,0.79533,0.75293,0.76985,0.83957,0.83957,0.83957
45,0.83957,0.79569,0.75219,0.76945,0.83957,0.83957,0.83957
46,0.8392,0.79548,0.75095,0.76851,0.8392,0.8392,0.8392
47,0.83957,0.79593,0.75169,0.76918,0.83957,0.83957,0.83957
48,0.83957,0.79271,0.75885,0.77299,0.83957,0.83957,0.83957
49,0.83938,0.79608,0.75058,0.76844,0.83938,0.83938,0.83938
50,0.83975,0.7958,0.7528,0.76991,0.83975,0.83975,0.83975
