round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.7517,0.67255,0.50456,0.44048,0.7517,0.7517,0.7517
2,0.76828,0.8391,0.53758,0.50454,0.76828,0.76828,0.76828
3,0.79886,0.79691,0.61892,0.63574,0.79886,0.79886,0.79886
4,0.80696,0.78977,0.6453,0.66873,0.80696,0.80696,0.80696
5,0.81065,0.79264,0.65442,0.67948,0.81065,0.81065,0.81065
6,0.81949,0.78711,0.68697,0.7132,0.81949,0.81949,0.81949
7,0.82593,0.78836,0.70855,0.73326,0.82593,0.82593,0.82593
8,0.81894,0.79297,0.67969,0.70674,0.81894,0.81894,0.81894
9,0.82244,0.79117,0.69288,0.71948,0.82244,0.82244,0.82244
10,0.81801,0.79961,0.67167,0.69909,0.81801,0.81801,0.81801
11,0.82096,0.79325,0.68598,0.71308,0.82096,0.82096,0.82096
12,0.82372,0.79594,0.69251,0.71983,0.82372,0.82372,0.82372
13,0.82704,0.79732,0.70212,0.72913,0.82704,0.82704,0.82704
14,0.82317,0.8033,0.68449,0.71286,0.82317,0.82317,0.82317
15,0.82244,0.80394,0.68177,0.71016,0.82244,0.82244,0.82244
16,0.82409,0.80614,0.6851,0.71382,0.82409,0.82409,0.82409
17,0.82336,0.81076,0.67967,0.7087,0.82336,0.82336,0.82336
18,0.82022,0.80969,0.67141,0.69974,0.82022,0.82022,0.82022
19,0.82557,0.80741,0.68855,0.71748,0.82557,0.82557,0.82557
20,0.82538,0.81229,0.68448,0.71389,0.82538,0.82538,0.82538
21,0.82115,0.81417,0.67129,0.69999,0.82115,0.82115,0.82115
22,0.82686,0.8094,0.69089,0.72008,0.82686,0.82686,0.82686
23,0.83404,0.80512,0.7174,0.74432,0.83404,0.83404,0.83404
24,0.82575,0.8093,0.68769,0.71684,0.82575,0.82575,0.82575
25,0.82667,0.81048,0.68953,0.71885,0.82667,0.82667,0.82667
26,0.83109,0.80767,0.70531,0.73381,0.83109,0.83109,0.83109
27,0.83128,0.80845,0.70519,0.73382,0.83128,0.83128,0.83128
28,0.83625,0.80741,0.72233,0.74907,0.83625,0.83625,0.83625
29,0.83441,0.80771,0.71592,0.7435,0.83441,0.83441,0.83441
30,0.83514,0.8079,0.71814,0.74551,0.83514,0.83514,0.83514
31,0.82722,0.81053,0.69114,0.72047,0.82722,0.82722,0.82722
32,0.83625,0.80587,0.72406,0.75023,0.83625,0.83625,0.83625
33,0.82778,0.80962,0.69348,0.72269,0.82778,0.82778,0.82778
34,0.83699,0.809,0.72307,0.75003,0.83699,0.83699,0.83699
35,0.8333,0.80963,0.71049,0.73894,0.8333,0.8333,0.8333
36,0.83386,0.81059,0.71135,0.7399,0.83386,0.83386,0.83386
37,0.83478,0.8094,0.71542,0.74338,0.83478,0.83478,0.83478
38,0.83072,0.80887,0.70309,0.73191,0.83072,0.83072,0.83072
39,0.82833,0.81065,0.69434,0.72368,0.82833,0.82833,0.82833
40,0.83349,0.81149,0.70938,0.73823,0.83349,0.83349,0.83349
41,0.83735,0.80436,0.72973,0.75465,0.83735,0.83735,0.83735
42,0.83293,0.80944,0.7095,0.738,0.83293,0.83293,0.83293
43,0.83846,0.80533,0.73244,0.7571,0.83846,0.83846,0.83846
44,0.83459,0.80818,0.71604,0.7437,0.83459,0.83459,0.83459
45,0.83183,0.80887,0.70655,0.73516,0.83183,0.83183,0.83183
46,0.82888,0.81263,0.69446,0.72407,0.82888,0.82888,0.82888
47,0.8368,0.8081,0.72344,0.75017,0.8368,0.8368,0.8368
48,0.83349,0.8104,0.71037,0.73896,0.83349,0.83349,0.83349
49,0.82741,0.81381,0.68928,0.71901,0.82741,0.82741,0.82741
50,0.8263,0.81954,0.68238,0.71247,0.8263,0.8263,0.8263
