round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.75815,0.82842,0.51602,0.46264,0.75815,0.75815,0.75815
2,0.7867,0.82657,0.58046,0.57906,0.7867,0.7867,0.7867
3,0.80917,0.79481,0.64875,0.67306,0.80917,0.80917,0.80917
4,0.81507,0.79652,0.66502,0.69161,0.81507,0.81507,0.81507
5,0.81654,0.80079,0.66649,0.69359,0.81654,0.81654,0.81654
6,0.82649,0.79541,0.70225,0.72892,0.82649,0.82649,0.82649
7,0.83275,0.79742,0.72197,0.74664,0.83275,0.83275,0.83275
8,0.8228,0.80476,0.68227,0.71076,0.8228,0.8228,0.8228
9,0.83128,0.80476,0.70865,0.73641,0.83128,0.83128,0.83128
10,0.82225,0.8112,0.67622,0.70508,0.82225,0.82225,0.82225
11,0.83036,0.80728,0.70334,0.7319,0.83036,0.83036,0.83036
12,0.82943,0.80752,0.70026,0.729,0.82943,0.82943,0.82943
13,0.83293,0.80787,0.71099,0.73909,0.83293,0.83293,0.83293
14,0.82667,0.80982,0.69003,0.71927,0.82667,0.82667,0.82667
15,0.82704,0.81231,0.68928,0.71883,0.82704,0.82704,0.82704
16,0.82686,0.81072,0.6899,0.71926,0.82686,0.82686,0.82686
17,0.8252,0.81735,0.68065,0.71041,0.8252,0.8252,0.8252
18,0.82244,0.82064,0.67116,0.70039,0.82244,0.82244,0.82244
19,0.83017,0.81297,0.69804,0.72764,0.83017,0.83017,0.83017
20,0.82686,0.81526,0.68669,0.71652,0.82686,0.82686,0.82686
21,0.82022,0.81919,0.66598,0.69447,0.82022,0.82022,0.82022
22,0.82962,0.81133,0.69767,0.72705,0.82962,0.82962,0.82962
23,0.83643,0.8061,0.72443,0.7506,0.83643,0.83643,0.83643
24,0.82704,0.81849,0.68509,0.71521,0.82704,0.82704,0.82704
25,0.82649,0.81194,0.68793,0.7174,0.82649,0.82649,0.82649
26,0.83404,0.81055,0.71197,0.74045,0.83404,0.83404,0.83404
27,0.83201,0.81077,0.70543,0.73442,0.83201,0.83201,0.83201
28,0.8368,0.80787,0.72368,0.75033,0.8368,0.8368,0.8368
29,0.83404,0.80976,0.71271,0.74099,0.83404,0.83404,0.83404
30,0.83514,0.80743,0.71863,0.74585,0.83514,0.83514,0.83514
31,0.82778,0.81789,0.68755,0.71771,0.82778,0.82778,0.82778
32,0.8368,0.80467,0.72739,0.75278,0.8368,0.8368,0.8368
33,0.82778,0.81428,0.69002,0.71982,0.82778,0.82778,0.82778
34,0.83735,0.80811,0.72529,0.75175,0.83735,0.83735,0.83735
35,0.8322,0.8096,0.70704,0.73574,0.8322,0.8322,0.8322
36,0.83459,0.81203,0.71234,0.74105,0.83459,0.83459,0.83459
37,0.83551,0.81056,0.71665,0.74469,0.83551,0.83551,0.83551
38,0.83128,0.8128,0.70149,0.73097,0.83128,0.83128,0.83128
39,0.82851,0.81316,0.69298,0.72266,0.82851,0.82851,0.82851
40,0.83386,0.81222,0.70987,0.73881,0.83386,0.83386,0.83386
41,0.83772,0.80384,0.7317,0.75615,0.83772,0.83772,0.83772
42,0.83201,0.81311,0.70346,0.73291,0.83201,0.83201,0.83201
43,0.83809,0.8043,0.73244,0.75686,0.83809,0.83809,0.83809
44,0.83478,0.81226,0.71271,0.74143,0.83478,0.83478,0.83478
45,0.83183,0.81288,0.70309,0.73252,0.83183,0.83183,0.83183
46,0.82815,0.81544,0.69027,0.72021,0.82815,0.82815,0.82815
47,0.83699,0.80657,0.72578,0.75185,0.83699,0.83699,0.83699
48,0.83201,0.81222,0.7042,0.73348,0.83201,0.83201,0.83201
49,0.82649,0.81897,0.68324,0.71332,0.82649,0.82649,0.82649
50,0.82188,0.81727,0.67153,0.70052,0.82188,0.82188,0.82188
