round,client,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,tp,fp,tn,fn,group_0_tp,group_0_fp,group_0_tn,group_0_fn,group_0_positive_rate,group_0_true_positive_rate,group_1_tp,group_1_fp,group_1_tn,group_1_fn,group_1_positive_rate,group_1_true_positive_rate,statistical_parity_difference,equal_opportunity_difference
1,0,0.58184,0.51724,0.51074,0.4861,0.58184,0.58184,0.58184,67.0,94.0,452.0,279.0,2.0,51.0,241.0,11.0,0.17377,0.15385,65.0,43.0,211.0,268.0,0.18399,0.1952,0.01022,0.04135
1,1,0.65432,0.82658,0.50482,0.40465,0.65432,0.65432,0.65432,3.0,0.0,580.0,308.0,0.0,0.0,341.0,13.0,0.0,0.0,3.0,0.0,239.0,295.0,0.00559,0.01007,0.00559,0.01007
1,2,0.64085,0.69518,0.50378,0.39931,0.64085,0.64085,0.64085,3.0,1.0,568.0,319.0,0.0,1.0,317.0,9.0,0.00306,0.0,3.0,0.0,251.0,310.0,0.00532,0.00958,0.00226,0.00958
1,3,0.63412,0.56721,0.50065,0.39094,0.63412,0.63412,0.63412,1.0,1.0,564.0,325.0,0.0,0.0,321.0,14.0,0.0,0.0,1.0,1.0,243.0,311.0,0.0036,0.00321,0.0036,0.00321
1,4,0.57127,0.49773,0.4982,0.48928,0.57127,0.57127,0.57127,76.0,137.0,433.0,245.0,2.0,76.0,252.0,8.0,0.23077,0.2,74.0,61.0,181.0,237.0,0.24412,0.23794,0.01335,0.03794
1,5,0.49383,0.49336,0.49282,0.48383,0.49383,0.49383,0.49383,158.0,286.0,282.0,165.0,11.0,157.0,152.0,6.0,0.51534,0.64706,147.0,129.0,130.0,159.0,0.4885,0.48039,-0.02684,-0.16667
1,6,0.6431,0.82135,0.50157,0.39437,0.6431,0.6431,0.6431,1.0,0.0,572.0,318.0,0.0,0.0,274.0,13.0,0.0,0.0,1.0,0.0,298.0,305.0,0.00166,0.00327,0.00166,0.00327
1,7,0.63075,0.56582,0.50189,0.39527,0.63075,0.63075,0.63075,3.0,3.0,559.0,326.0,0.0,0.0,309.0,15.0,0.0,0.0,3.0,3.0,250.0,311.0,0.01058,0.00955,0.01058,0.00955
1,8,0.61728,0.80821,0.50292,0.38715,0.61728,0.61728,0.61728,2.0,0.0,548.0,341.0,0.0,0.0,300.0,17.0,0.0,0.0,2.0,0.0,248.0,324.0,0.00348,0.00613,0.00348,0.00613
1,9,0.62738,0.81348,0.5015,0.38835,0.62738,0.62738,0.62738,1.0,0.0,558.0,332.0,0.0,0.0,306.0,10.0,0.0,0.0,1.0,0.0,252.0,322.0,0.00174,0.0031,0.00174,0.0031
2,0,0.56166,0.53554,0.53502,0.53515,0.56166,0.56166,0.56166,144.0,189.0,357.0,202.0,5.0,107.0,185.0,8.0,0.36721,0.38462,139.0,82.0,172.0,194.0,0.37649,0.41742,0.00928,0.0328
2,1,0.5174,0.5037,0.50404,0.49803,0.5174,0.5174,0.5174,143.0,262.0,318.0,168.0,3.0,159.0,182.0,10.0,0.45763,0.23077,140.0,103.0,136.0,158.0,0.45251,0.4698,-0.00511,0.23903
2,2,0.55443,0.52259,0.52307,0.52262,0.55443,0.55443,0.55443,132.0,207.0,362.0,190.0,5.0,101.0,217.0,4.0,0.32416,0.55556,127.0,106.0,145.0,186.0,0.41312,0.40575,0.08896,-0.1498
2,3,0.54882,0.51074,0.5106,0.5106,0.54882,0.54882,0.54882,120.0,196.0,369.0,206.0,6.0,109.0,212.0,8.0,0.34328,0.42857,114.0,87.0,157.0,198.0,0.36151,0.36538,0.01823,-0.06319
2,4,0.55107,0.50777,0.50759,0.5075,0.55107,0.55107,0.55107,113.0,192.0,378.0,208.0,3.0,110.0,218.0,7.0,0.33432,0.3,110.0,82.0,160.0,201.0,0.3472,0.3537,0.01288,0.0537
2,5,0.49944,0.49558,0.49522,0.48768,0.49944,0.49944,0.49944,155.0,278.0,290.0,168.0,11.0,153.0,156.0,6.0,0.50307,0.64706,144.0,125.0,134.0,162.0,0.47611,0.47059,-0.02696,-0.17647
2,6,0.51066,0.48519,0.48439,0.48331,0.51066,0.51066,0.51066,125.0,242.0,330.0,194.0,6.0,115.0,159.0,7.0,0.4216,0.46154,119.0,127.0,171.0,187.0,0.40728,0.38889,-0.01432,-0.07265
2,7,0.52862,0.50093,0.50095,0.50061,0.52862,0.52862,0.52862,130.0,221.0,341.0,199.0,4.0,121.0,188.0,11.0,0.3858,0.26667,126.0,100.0,153.0,188.0,0.39859,0.40127,0.01279,0.13461
2,8,0.57127,0.53192,0.52876,0.52685,0.57127,0.57127,0.57127,118.0,157.0,391.0,225.0,4.0,93.0,207.0,13.0,0.30599,0.23529,114.0,64.0,184.0,212.0,0.3101,0.34969,0.00411,0.1144
2,9,0.59147,0.52994,0.52187,0.51017,0.59147,0.59147,0.59147,82.0,113.0,445.0,251.0,1.0,59.0,247.0,9.0,0.18987,0.1,81.0,54.0,198.0,242.0,0.23478,0.25077,0.04491,0.15077
3,0,0.57287,0.53726,0.53412,0.53288,0.57287,0.57287,0.57287,125.0,160.0,386.0,221.0,5.0,89.0,203.0,8.0,0.3082,0.38462,120.0,71.0,183.0,213.0,0.32538,0.36036,0.01719,-0.02426
3,1,0.58137,0.50839,0.50695,0.50184,0.58137,0.58137,0.58137,81.0,143.0,437.0,230.0,1.0,88.0,253.0,12.0,0.25141,0.07692,80.0,55.0,184.0,218.0,0.2514,0.26846,-2e-05,0.19153
3,2,0.55668,0.52497,0.5255,0.52503,0.55668,0.55668,0.55668,133.0,206.0,363.0,189.0,5.0,99.0,219.0,4.0,0.31804,0.55556,128.0,107.0,144.0,185.0,0.41667,0.40895,0.09862,-0.14661
3,3,0.54658,0.52513,0.52635,0.52425,0.54658,0.54658,0.54658,147.0,225.0,340.0,179.0,6.0,126.0,195.0,8.0,0.39403,0.42857,141.0,99.0,145.0,171.0,0.43165,0.45192,0.03762,0.02335
3,4,0.53984,0.50877,0.50903,0.5085,0.53984,0.53984,0.53984,128.0,217.0,353.0,193.0,5.0,129.0,199.0,5.0,0.39645,0.5,123.0,88.0,154.0,188.0,0.38156,0.3955,-0.01489,-0.1045
3,5,0.52974,0.50663,0.50697,0.50531,0.52974,0.52974,0.52974,137.0,233.0,335.0,186.0,10.0,131.0,178.0,7.0,0.43252,0.58824,127.0,102.0,157.0,179.0,0.40531,0.41503,-0.02721,-0.1732
3,6,0.51178,0.48325,0.48249,0.4819,0.51178,0.51178,0.51178,121.0,237.0,335.0,198.0,6.0,114.0,160.0,7.0,0.41812,0.46154,115.0,123.0,175.0,191.0,0.39404,0.37582,-0.02408,-0.08572
3,7,0.53648,0.48957,0.49016,0.48884,0.53648,0.53648,0.53648,103.0,187.0,375.0,226.0,4.0,104.0,205.0,11.0,0.33333,0.26667,99.0,83.0,170.0,215.0,0.32099,0.31529,-0.01235,0.04862
