round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.83128,0.78797,0.73037,0.75112,0.83128,0.83128,0.83128
2,0.83717,0.79675,0.73998,0.76085,0.83717,0.83717,0.83717
3,0.83957,0.80109,0.74256,0.764,0.83957,0.83957,0.83957
4,0.83883,0.80034,0.74083,0.76248,0.83883,0.83883,0.83883
5,0.8392,0.80048,0.74207,0.76346,0.8392,0.8392,0.8392
6,0.8392,0.80064,0.74182,0.76331,0.8392,0.8392,0.8392
7,0.84012,0.80162,0.74391,0.76517,0.84012,0.84012,0.84012
8,0.83938,0.80055,0.74268,0.76395,0.83938,0.83938,0.83938
9,0.83901,0.79994,0.74219,0.76341,0.83901,0.83901,0.83901
10,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
11,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
12,0.83828,0.79873,0.74121,0.76232,0.83828,0.83828,0.83828
13,0.83846,0.79911,0.74133,0.76252,0.83846,0.83846,0.83846
14,0.83883,0.79911,0.74281,0.76364,0.83883,0.83883,0.83883
15,0.83883,0.79926,0.74256,0.7635,0.83883,0.83883,0.83883
16,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
17,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
18,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
19,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
20,0.83883,0.79972,0.74182,0.76306,0.83883,0.83883,0.83883
21,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
22,0.83901,0.79979,0.74244,0.76355,0.83901,0.83901,0.83901
23,0.83864,0.79949,0.74145,0.76272,0.83864,0.83864,0.83864
24,0.83883,0.79911,0.74281,0.76364,0.83883,0.83883,0.83883
25,0.83901,0.79994,0.74219,0.76341,0.83901,0.83901,0.83901
26,0.83938,0.8004,0.74293,0.76409,0.83938,0.83938,0.83938
27,0.83883,0.79956,0.74207,0.76321,0.83883,0.83883,0.83883
28,0.83864,0.79964,0.7412,0.76257,0.83864,0.83864,0.83864
29,0.83883,0.79987,0.74157,0.76292,0.83883,0.83883,0.83883
30,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
31,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
32,0.83828,0.79873,0.74121,0.76232,0.83828,0.83828,0.83828
33,0.83901,0.79994,0.74219,0.76341,0.83901,0.83901,0.83901
34,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
35,0.83864,0.79949,0.74145,0.76272,0.83864,0.83864,0.83864
36,0.83809,0.7985,0.74084,0.76198,0.83809,0.83809,0.83809
37,0.83864,0.79949,0.74145,0.76272,0.83864,0.83864,0.83864
38,0.83883,0.79972,0.74182,0.76306,0.83883,0.83883,0.83883
39,0.83883,0.79987,0.74157,0.76292,0.83883,0.83883,0.83883
40,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
41,0.83846,0.79911,0.74133,0.76252,0.83846,0.83846,0.83846
42,0.83864,0.79964,0.7412,0.76257,0.83864,0.83864,0.83864
43,0.83864,0.79964,0.7412,0.76257,0.83864,0.83864,0.83864
44,0.83864,0.79949,0.74145,0.76272,0.83864,0.83864,0.83864
45,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
46,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
47,0.83901,0.8001,0.74194,0.76326,0.83901,0.83901,0.83901
48,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
49,0.83828,0.79873,0.74121,0.76232,0.83828,0.83828,0.83828
50,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
