round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.75355,0.87643,0.50554,0.44047,0.75355,0.75355,0.75355
2,0.78946,0.83797,0.58476,0.58557,0.78946,0.78946,0.78946
3,0.82686,0.81072,0.6899,0.71926,0.82686,0.82686,0.82686
4,0.83072,0.80973,0.70235,0.73134,0.83072,0.83072,0.83072
5,0.83238,0.81067,0.70667,0.73557,0.83238,0.83238,0.83238
6,0.83551,0.80539,0.72208,0.74844,0.83551,0.83551,0.83551
7,0.83514,0.80007,0.72727,0.75164,0.83514,0.83514,0.83514
8,0.83349,0.81121,0.70963,0.73841,0.83349,0.83349,0.83349
9,0.83404,0.80377,0.71888,0.74534,0.83404,0.83404,0.83404
10,0.83164,0.81118,0.70395,0.73309,0.83164,0.83164,0.83164
11,0.83367,0.80353,0.7179,0.74444,0.83367,0.83367,0.83367
12,0.83367,0.80703,0.71419,0.74184,0.83367,0.83367,0.83367
13,0.83441,0.80581,0.71789,0.74489,0.83441,0.83441,0.83441
14,0.83201,0.80776,0.70815,0.73646,0.83201,0.83201,0.83201
15,0.83164,0.80919,0.70568,0.7344,0.83164,0.83164,0.83164
16,0.83091,0.80967,0.70297,0.73192,0.83091,0.83091,0.83091
17,0.83072,0.80803,0.70384,0.73248,0.83072,0.83072,0.83072
18,0.8287,0.80834,0.6973,0.72627,0.8287,0.8287,0.8287
19,0.83312,0.80351,0.71605,0.74281,0.83312,0.83312,0.83312
20,0.82907,0.80851,0.69829,0.72725,0.82907,0.82907,0.82907
21,0.82851,0.81698,0.69027,0.72039,0.82851,0.82851,0.82851
22,0.83293,0.8066,0.71222,0.73998,0.83293,0.83293,0.83293
23,0.83551,0.80327,0.72455,0.7501,0.83551,0.83551,0.83551
24,0.82962,0.81291,0.69643,0.72606,0.82962,0.82962,0.82962
25,0.83036,0.80646,0.70408,0.73246,0.83036,0.83036,0.83036
26,0.83662,0.80424,0.72726,0.75258,0.83662,0.83662,0.83662
27,0.83183,0.80597,0.70926,0.73718,0.83183,0.83183,0.83183
28,0.83551,0.80583,0.72159,0.74811,0.83551,0.83551,0.83551
29,0.83625,0.80299,0.72751,0.75251,0.83625,0.83625,0.83625
30,0.83459,0.80151,0.72345,0.74878,0.83459,0.83459,0.83459
31,0.83238,0.81297,0.70469,0.73407,0.83238,0.83238,0.83238
32,0.83883,0.80337,0.73639,0.7598,0.83883,0.83883,0.83883
33,0.8322,0.81394,0.70334,0.73292,0.8322,0.8322,0.8322
34,0.83514,0.80302,0.72357,0.74921,0.83514,0.83514,0.83514
35,0.83293,0.80282,0.71617,0.74279,0.83293,0.83293,0.83293
36,0.83478,0.80792,0.7169,0.74442,0.83478,0.83478,0.83478
37,0.83422,0.80581,0.71728,0.74434,0.83422,0.83422,0.83422
38,0.83275,0.81141,0.70716,0.73615,0.83275,0.83275,0.83275
39,0.83349,0.81346,0.70765,0.73694,0.83349,0.83349,0.83349
40,0.83422,0.80512,0.71802,0.74486,0.83422,0.83422,0.83422
41,0.83846,0.80069,0.73886,0.76105,0.83846,0.83846,0.83846
42,0.83293,0.81249,0.70679,0.73597,0.83293,0.83293,0.83293
43,0.83864,0.79996,0.74071,0.76228,0.83864,0.83864,0.83864
44,0.83349,0.80856,0.71209,0.74022,0.83349,0.83349,0.83349
45,0.83349,0.8083,0.71234,0.7404,0.83349,0.83349,0.83349
46,0.83349,0.81493,0.70642,0.73601,0.83349,0.83349,0.83349
47,0.83772,0.80423,0.73121,0.75584,0.83772,0.83772,0.83772
48,0.83349,0.8073,0.71333,0.74111,0.83349,0.83349,0.83349
49,0.82686,0.81453,0.68719,0.71695,0.82686,0.82686,0.82686
50,0.83036,0.81514,0.69692,0.72685,0.83036,0.83036,0.83036
