round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.79204,0.82797,0.59265,0.59797,0.79204,0.79204,0.79204
2,0.80438,0.82717,0.62235,0.64059,0.80438,0.80438,0.80438
3,0.82317,0.81126,0.67881,0.70784,0.82317,0.82317,0.82317
4,0.82612,0.81217,0.6867,0.71617,0.82612,0.82612,0.82612
5,0.82575,0.81687,0.6825,0.71232,0.82575,0.82575,0.82575
6,0.83588,0.80764,0.72085,0.74783,0.83588,0.83588,0.83588
7,0.83772,0.80462,0.73072,0.75552,0.83772,0.83772,0.83772
8,0.82649,0.81299,0.68719,0.71677,0.82649,0.82649,0.82649
9,0.83514,0.80838,0.71764,0.74516,0.83514,0.83514,0.83514
10,0.82317,0.81764,0.67486,0.70421,0.82317,0.82317,0.82317
11,0.83625,0.81197,0.71764,0.74584,0.83625,0.83625,0.83625
12,0.83257,0.81261,0.70556,0.73483,0.83257,0.83257,0.83257
13,0.83643,0.80856,0.72171,0.74877,0.83643,0.83643,0.83643
14,0.82796,0.81348,0.69113,0.72084,0.82796,0.82796,0.82796
15,0.82833,0.81532,0.69088,0.72082,0.82833,0.82833,0.82833
16,0.82649,0.81299,0.68719,0.71677,0.82649,0.82649,0.82649
17,0.82354,0.81896,0.6751,0.70459,0.82354,0.82354,0.82354
18,0.82188,0.81949,0.6703,0.69934,0.82188,0.82188,0.82188
19,0.83201,0.81341,0.70321,0.73272,0.83201,0.83201,0.83201
20,0.8263,0.81492,0.68534,0.71508,0.8263,0.8263,0.8263
21,0.81857,0.81895,0.66167,0.68953,0.81857,0.81857,0.81857
22,0.83036,0.8132,0.69841,0.72804,0.83036,0.83036,0.83036
23,0.83607,0.80608,0.72319,0.74954,0.83607,0.83607,0.83607
24,0.82336,0.8154,0.67671,0.706,0.82336,0.82336,0.82336
25,0.82759,0.81582,0.68842,0.71836,0.82759,0.82759,0.82759
26,0.83643,0.80902,0.72122,0.74843,0.83643,0.83643,0.83643
27,0.83054,0.81249,0.69952,0.72902,0.83054,0.83054,0.83054
28,0.83441,0.8082,0.71542,0.74315,0.83441,0.83441,0.83441
29,0.83164,0.80947,0.70544,0.73422,0.83164,0.83164,0.83164
30,0.83533,0.80861,0.71801,0.74553,0.83533,0.83533,0.83533
31,0.82372,0.81507,0.67794,0.7073,0.82372,0.82372,0.82372
32,0.8368,0.80677,0.72492,0.75116,0.8368,0.8368,0.8368
33,0.82538,0.81602,0.68201,0.71171,0.82538,0.82538,0.82538
34,0.83588,0.80696,0.72159,0.74834,0.83588,0.83588,0.83588
35,0.83128,0.81727,0.69803,0.72823,0.83128,0.83128,0.83128
36,0.83275,0.80921,0.70913,0.73762,0.83275,0.83275,0.83275
37,0.83386,0.808,0.71382,0.74168,0.83386,0.83386,0.83386
38,0.8298,0.81647,0.69433,0.72444,0.8298,0.8298,0.8298
39,0.82796,0.81592,0.6894,0.71939,0.82796,0.82796,0.82796
40,0.83164,0.80891,0.70593,0.73459,0.83164,0.83164,0.83164
41,0.83791,0.80604,0.7296,0.75493,0.83791,0.83791,0.83791
42,0.83017,0.81658,0.69532,0.72544,0.83017,0.83017,0.83017
43,0.83809,0.80546,0.73096,0.75592,0.83809,0.83809,0.83809
44,0.83146,0.81242,0.70235,0.73174,0.83146,0.83146,0.83146
45,0.83128,0.81761,0.69778,0.72803,0.83128,0.83128,0.83128
46,0.8252,0.81578,0.68164,0.7113,0.8252,0.8252,0.8252
47,0.83607,0.80564,0.72369,0.74987,0.83607,0.83607,0.83607
48,0.82943,0.8167,0.6931,0.72323,0.82943,0.82943,0.82943
49,0.82244,0.81421,0.67486,0.7039,0.82244,0.82244,0.82244
50,0.81986,0.81919,0.665,0.69335,0.81986,0.81986,0.81986
