round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.45509,0.352,0.35028,0.349,0.45509,0.45509,0.45509
2,0.4663,0.36284,0.35905,0.3592,0.4663,0.4663,0.4663
3,0.47357,0.3601,0.35517,0.35358,0.47357,0.47357,0.47357
4,0.48801,0.35615,0.34927,0.34049,0.48801,0.48801,0.48801
5,0.49916,0.35626,0.34643,0.32924,0.49916,0.49916,0.49916
6,0.4915,0.36305,0.35264,0.34373,0.4915,0.4915,0.4915
7,0.50653,0.36357,0.34889,0.32953,0.50653,0.50653,0.50653
8,0.50432,0.36853,0.351,0.33501,0.50432,0.50432,0.50432
9,0.51651,0.37313,0.34705,0.31708,0.51651,0.51651,0.51651
10,0.52049,0.37068,0.34729,0.31392,0.52049,0.52049,0.52049
11,0.51562,0.37008,0.35036,0.32527,0.51562,0.51562,0.51562
12,0.52859,0.36765,0.3456,0.30036,0.52859,0.52859,0.52859
13,0.52707,0.36616,0.34796,0.30913,0.52707,0.52707,0.52707
14,0.53105,0.36897,0.34702,0.3012,0.53105,0.53105,0.53105
15,0.52584,0.36962,0.35127,0.31875,0.52584,0.52584,0.52584
16,0.53557,0.37478,0.34739,0.29514,0.53557,0.53557,0.53557
17,0.53002,0.36837,0.35029,0.31197,0.53002,0.53002,0.53002
18,0.53405,0.37738,0.34949,0.30475,0.53405,0.53405,0.53405
19,0.53478,0.3722,0.34878,0.30123,0.53478,0.53478,0.53478
20,0.53297,0.37468,0.35355,0.31705,0.53297,0.53297,0.53297
21,0.53645,0.37185,0.34943,0.30131,0.53645,0.53645,0.53645
22,0.53503,0.37744,0.3554,0.3195,0.53503,0.53503,0.53503
23,0.537,0.37938,0.35218,0.30831,0.537,0.537,0.537
24,0.53754,0.37432,0.35252,0.30902,0.53754,0.53754,0.53754
25,0.545,0.39584,0.35048,0.29136,0.545,0.545,0.545
26,0.54363,0.38668,0.34983,0.29107,0.54363,0.54363,0.54363
27,0.53292,0.37657,0.35953,0.33079,0.53292,0.53292,0.53292
28,0.54348,0.38506,0.35351,0.30375,0.54348,0.54348,0.54348
29,0.54387,0.38979,0.35269,0.3005,0.54387,0.54387,0.54387
30,0.54579,0.39231,0.35048,0.28958,0.54579,0.54579,0.54579
31,0.54353,0.38702,0.35452,0.30703,0.54353,0.54353,0.54353
32,0.54726,0.40048,0.34954,0.28326,0.54726,0.54726,0.54726
33,0.54815,0.39834,0.35312,0.29447,0.54815,0.54815,0.54815
34,0.5482,0.4026,0.35182,0.28922,0.5482,0.5482,0.5482
35,0.54849,0.39712,0.35133,0.28827,0.54849,0.54849,0.54849
36,0.54839,0.40179,0.35037,0.28442,0.54839,0.54839,0.54839
37,0.54697,0.39502,0.35631,0.30697,0.54697,0.54697,0.54697
38,0.54923,0.39217,0.35517,0.30085,0.54923,0.54923,0.54923
39,0.55105,0.41348,0.35297,0.28851,0.55105,0.55105,0.55105
40,0.54957,0.39623,0.35722,0.30674,0.54957,0.54957,0.54957
41,0.55124,0.41025,0.35583,0.29878,0.55124,0.55124,0.55124
42,0.55218,0.40861,0.35586,0.29744,0.55218,0.55218,0.55218
43,0.55208,0.41174,0.35631,0.29938,0.55208,0.55208,0.55208
44,0.54987,0.41048,0.34951,0.27844,0.54987,0.54987,0.54987
45,0.55183,0.4172,0.35339,0.28906,0.55183,0.55183,0.55183
46,0.55183,0.4097,0.35364,0.28929,0.55183,0.55183,0.55183
47,0.55169,0.41508,0.35303,0.28736,0.55169,0.55169,0.55169
48,0.55493,0.413,0.36066,0.30958,0.55493,0.55493,0.55493
49,0.55262,0.41427,0.3703,0.33721,0.55262,0.55262,0.55262
50,0.55355,0.42059,0.35511,0.29256,0.55355,0.55355,0.55355
