round,comm_costs
1,46590
2,46590
3,46590
4,46590
5,46590
6,46590
7,46590
8,46590
9,46590
10,46590
11,46590
12,46590
13,46590
14,46590
15,46590
16,46590
17,46590
18,46590
19,46590
20,46590
21,46590
22,46590
23,46590
24,46590
25,46590
26,46590
27,46590
28,46590
29,46590
30,46590
31,46590
32,46590
33,46590
34,46590
35,46590
36,46590
37,46590
38,46590
39,46590
40,46590
41,46590
42,46590
43,46590
44,46590
45,46590
46,46590
47,46590
48,46590
49,46590
50,46590
