round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.77012,0.77975,0.54818,0.5263,0.77012,0.77012,0.77012
2,0.77197,0.80307,0.54941,0.52752,0.77197,0.77197,0.77197
3,0.80678,0.77896,0.65209,0.6759,0.80678,0.80678,0.80678
4,0.81544,0.78088,0.67933,0.70486,0.81544,0.81544,0.81544
5,0.82299,0.78256,0.7051,0.72911,0.82299,0.82299,0.82299
6,0.82612,0.79017,0.70694,0.73221,0.82612,0.82612,0.82612
7,0.83017,0.78907,0.72396,0.74634,0.83017,0.83017,0.83017
8,0.83275,0.78724,0.73827,0.75687,0.83275,0.83275,0.83275
9,0.8357,0.79062,0.74492,0.76271,0.8357,0.8357,0.8357
10,0.83809,0.79315,0.75071,0.7676,0.83809,0.83809,0.83809
11,0.83735,0.79154,0.75071,0.76708,0.83735,0.83735,0.83735
12,0.83699,0.79212,0.74775,0.76519,0.83699,0.83699,0.83699
13,0.83809,0.79326,0.75046,0.76746,0.83809,0.83809,0.83809
14,0.83735,0.79368,0.74627,0.76461,0.83735,0.83735,0.83735
15,0.83864,0.79529,0.74886,0.76696,0.83864,0.83864,0.83864
16,0.83791,0.79515,0.7459,0.76479,0.83791,0.83791,0.83791
17,0.83791,0.79463,0.74689,0.76534,0.83791,0.83791,0.83791
18,0.8392,0.79662,0.74873,0.76728,0.8392,0.8392,0.8392
19,0.83901,0.79705,0.74713,0.76625,0.83901,0.83901,0.83901
20,0.8403,0.79878,0.74947,0.76847,0.8403,0.8403,0.8403
21,0.83938,0.79891,0.7454,0.76552,0.83938,0.83938,0.83938
22,0.84012,0.79939,0.74762,0.7673,0.84012,0.84012,0.84012
23,0.8403,0.79838,0.75021,0.76888,0.8403,0.8403,0.8403
24,0.8403,0.79811,0.7507,0.76915,0.8403,0.8403,0.8403
25,0.84049,0.79998,0.74811,0.76783,0.84049,0.84049,0.84049
26,0.84012,0.79967,0.74712,0.76702,0.84012,0.84012,0.84012
27,0.84012,0.79939,0.74762,0.7673,0.84012,0.84012,0.84012
28,0.84067,0.80049,0.74799,0.76789,0.84067,0.84067,0.84067
29,0.84049,0.79914,0.74959,0.76867,0.84049,0.84049,0.84049
30,0.84196,0.80082,0.75279,0.77148,0.84196,0.84196,0.84196
31,0.84178,0.80086,0.75193,0.77088,0.84178,0.84178,0.84178
32,0.8403,0.79892,0.74922,0.76833,0.8403,0.8403,0.8403
33,0.84141,0.80041,0.75119,0.77021,0.84141,0.84141,0.84141
34,0.83975,0.79679,0.75083,0.76883,0.83975,0.83975,0.83975
35,0.83993,0.79833,0.74873,0.76779,0.83993,0.83993,0.83993
36,0.8403,0.79919,0.74873,0.76805,0.8403,0.8403,0.8403
37,0.84012,0.79829,0.74959,0.76841,0.84012,0.84012,0.84012
38,0.84122,0.80032,0.75058,0.76973,0.84122,0.84122,0.84122
39,0.83975,0.79743,0.74959,0.76815,0.83975,0.83975,0.83975
40,0.8392,0.79429,0.75342,0.76986,0.8392,0.8392,0.8392
41,0.8403,0.79684,0.75317,0.77051,0.8403,0.8403,0.8403
42,0.84067,0.79805,0.75243,0.77036,0.84067,0.84067,0.84067
43,0.84159,0.8005,0.75181,0.77068,0.84159,0.84159,0.84159
44,0.84122,0.79925,0.75255,0.77082,0.84122,0.84122,0.84122
45,0.83993,0.79714,0.75095,0.76903,0.83993,0.83993,0.83993
46,0.84049,0.79861,0.75058,0.76921,0.84049,0.84049,0.84049
47,0.83975,0.79592,0.75256,0.76978,0.83975,0.83975,0.83975
48,0.84085,0.7974,0.75453,0.77163,0.84085,0.84085,0.84085
49,0.84067,0.79718,0.75416,0.7713,0.84067,0.84067,0.84067
50,0.84067,0.79767,0.75317,0.77077,0.84067,0.84067,0.84067
