round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.77565,0.83326,0.55433,0.53515,0.77565,0.77565,0.77565
2,0.79517,0.82232,0.60141,0.61111,0.79517,0.79517,0.79517
3,0.81507,0.8014,0.66181,0.68845,0.81507,0.81507,0.81507
4,0.82004,0.80561,0.67351,0.70164,0.82004,0.82004,0.82004
5,0.82041,0.80876,0.67252,0.70087,0.82041,0.82041,0.82041
6,0.83459,0.80581,0.71851,0.74543,0.83459,0.83459,0.83459
7,0.83699,0.80552,0.72702,0.75266,0.83699,0.83699,0.83699
8,0.82593,0.81409,0.68485,0.71448,0.82593,0.82593,0.82593
9,0.83404,0.80976,0.71271,0.74099,0.83404,0.83404,0.83404
10,0.82225,0.81818,0.67202,0.70114,0.82225,0.82225,0.82225
11,0.8333,0.81017,0.71,0.73858,0.8333,0.8333,0.8333
12,0.83072,0.8118,0.70063,0.72999,0.83072,0.83072,0.83072
13,0.83349,0.80856,0.71209,0.74022,0.83349,0.83349,0.83349
14,0.82796,0.81451,0.69039,0.72022,0.82796,0.82796,0.82796
15,0.82778,0.81428,0.69002,0.71982,0.82778,0.82778,0.82778
16,0.82759,0.81546,0.68867,0.71857,0.82759,0.82759,0.82759
17,0.82317,0.81936,0.67387,0.70328,0.82317,0.82317,0.82317
18,0.82188,0.82086,0.66956,0.69862,0.82188,0.82188,0.82188
19,0.83128,0.8131,0.70124,0.73078,0.83128,0.83128,0.83128
20,0.82686,0.81788,0.68497,0.71502,0.82686,0.82686,0.82686
21,0.81894,0.82142,0.66142,0.6894,0.81894,0.81894,0.81894
22,0.83054,0.8128,0.69927,0.72882,0.83054,0.83054,0.83054
23,0.83735,0.80811,0.72529,0.75175,0.83735,0.83735,0.83735
24,0.82391,0.81816,0.67658,0.70613,0.82391,0.82391,0.82391
25,0.82741,0.81381,0.68928,0.71901,0.82741,0.82741,0.82741
26,0.83607,0.812,0.71702,0.74529,0.83607,0.83607,0.83607
27,0.83238,0.81297,0.70469,0.73407,0.83238,0.83238,0.83238
28,0.83607,0.80928,0.71974,0.74719,0.83607,0.83607,0.83607
29,0.83386,0.81306,0.70913,0.73826,0.83386,0.83386,0.83386
30,0.83551,0.80956,0.71764,0.74539,0.83551,0.83551,0.83551
31,0.82483,0.81769,0.67942,0.70913,0.82483,0.82483,0.82483
32,0.83846,0.80838,0.72874,0.75473,0.83846,0.83846,0.83846
33,0.82593,0.81557,0.68386,0.71361,0.82593,0.82593,0.82593
34,0.8368,0.80765,0.72393,0.7505,0.8368,0.8368,0.8368
35,0.83091,0.81295,0.70025,0.7298,0.83091,0.83091,0.83091
36,0.8322,0.81072,0.70605,0.73499,0.8322,0.8322,0.8322
37,0.83386,0.80751,0.71431,0.74203,0.83386,0.83386,0.83386
38,0.82851,0.8135,0.69273,0.72246,0.82851,0.82851,0.82851
39,0.82778,0.81393,0.69027,0.72003,0.82778,0.82778,0.82778
40,0.83257,0.80952,0.70827,0.73687,0.83257,0.83257,0.83257
41,0.83828,0.80549,0.73158,0.75644,0.83828,0.83828,0.83828
42,0.82943,0.81366,0.69532,0.72506,0.82943,0.82943,0.82943
43,0.83901,0.8064,0.73306,0.75786,0.83901,0.83901,0.83901
44,0.83128,0.80985,0.70396,0.73288,0.83128,0.83128,0.83128
45,0.83036,0.81481,0.69717,0.72705,0.83036,0.83036,0.83036
46,0.82686,0.81674,0.68571,0.71566,0.82686,0.82686,0.82686
47,0.83625,0.80631,0.72356,0.7499,0.83625,0.83625,0.83625
48,0.83072,0.81693,0.69668,0.72684,0.83072,0.83072,0.83072
49,0.82336,0.81704,0.67572,0.70509,0.82336,0.82336,0.82336
50,0.81967,0.81662,0.66586,0.69415,0.81967,0.81967,0.81967
