round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.45396,0.35186,0.35021,0.34915,0.45396,0.45396,0.45396
2,0.4659,0.36128,0.35793,0.35789,0.4659,0.4659,0.4659
3,0.47204,0.35914,0.3547,0.35327,0.47204,0.47204,0.47204
4,0.4889,0.35685,0.34985,0.34105,0.4889,0.4889,0.4889
5,0.49784,0.35449,0.34607,0.32961,0.49784,0.49784,0.49784
6,0.49288,0.36261,0.35301,0.34359,0.49288,0.49288,0.49288
7,0.50457,0.36225,0.34898,0.33115,0.50457,0.50457,0.50457
8,0.50373,0.36958,0.351,0.33531,0.50373,0.50373,0.50373
9,0.51739,0.37264,0.34731,0.31702,0.51739,0.51739,0.51739
10,0.52024,0.37051,0.34806,0.31624,0.52024,0.52024,0.52024
11,0.51641,0.36721,0.35035,0.32466,0.51641,0.51641,0.51641
12,0.52835,0.36494,0.34551,0.30056,0.52835,0.52835,0.52835
13,0.52609,0.3663,0.35042,0.31652,0.52609,0.52609,0.52609
14,0.52923,0.36739,0.34781,0.306,0.52923,0.52923,0.52923
15,0.52525,0.36979,0.35261,0.32237,0.52525,0.52525,0.52525
16,0.53601,0.37236,0.34701,0.29355,0.53601,0.53601,0.53601
17,0.53135,0.37022,0.35182,0.31442,0.53135,0.53135,0.53135
18,0.53488,0.37678,0.35039,0.30632,0.53488,0.53488,0.53488
19,0.53557,0.37335,0.35006,0.30424,0.53557,0.53557,0.53557
20,0.53272,0.37429,0.35445,0.31956,0.53272,0.53272,0.53272
21,0.53631,0.37657,0.35125,0.30681,0.53631,0.53631,0.53631
22,0.53444,0.37588,0.35578,0.32106,0.53444,0.53444,0.53444
23,0.53749,0.37741,0.35301,0.31031,0.53749,0.53749,0.53749
24,0.54068,0.38078,0.35306,0.30637,0.54068,0.54068,0.54068
25,0.54486,0.39184,0.35008,0.29046,0.54486,0.54486,0.54486
26,0.54382,0.38705,0.34967,0.2904,0.54382,0.54382,0.54382
27,0.53415,0.37648,0.35949,0.32968,0.53415,0.53415,0.53415
28,0.54314,0.38508,0.3539,0.30561,0.54314,0.54314,0.54314
29,0.54505,0.38933,0.35329,0.30043,0.54505,0.54505,0.54505
30,0.54677,0.39779,0.35074,0.28851,0.54677,0.54677,0.54677
31,0.54471,0.39168,0.35529,0.30758,0.54471,0.54471,0.54471
32,0.54766,0.39854,0.34996,0.28464,0.54766,0.54766,0.54766
33,0.54766,0.39293,0.35274,0.29441,0.54766,0.54766,0.54766
34,0.54834,0.40787,0.35206,0.28964,0.54834,0.54834,0.54834
35,0.54913,0.40271,0.3517,0.28823,0.54913,0.54913,0.54913
36,0.54947,0.40042,0.35164,0.28756,0.54947,0.54947,0.54947
37,0.54707,0.39637,0.3561,0.30633,0.54707,0.54707,0.54707
38,0.54893,0.39879,0.35582,0.30324,0.54893,0.54893,0.54893
39,0.551,0.41477,0.35365,0.29086,0.551,0.551,0.551
40,0.54947,0.40393,0.35772,0.30828,0.54947,0.54947,0.54947
41,0.55114,0.40585,0.35451,0.29473,0.55114,0.55114,0.55114
42,0.55149,0.40692,0.3555,0.29761,0.55149,0.55149,0.55149
43,0.55296,0.41812,0.35572,0.29609,0.55296,0.55296,0.55296
44,0.55031,0.41209,0.34998,0.2796,0.55031,0.55031,0.55031
45,0.55203,0.41748,0.35312,0.28845,0.55203,0.55203,0.55203
46,0.55306,0.42059,0.3562,0.29629,0.55306,0.55306,0.55306
47,0.55129,0.42325,0.35259,0.28651,0.55129,0.55129,0.55129
48,0.55463,0.41888,0.36178,0.3133,0.55463,0.55463,0.55463
49,0.55458,0.42114,0.36743,0.32868,0.55458,0.55458,0.55458
50,0.55404,0.42817,0.3561,0.29552,0.55404,0.55404,0.55404
