round,vfl/train_loss
1,0.6309098394427981
2,0.6023791934762682
3,0.5862003038610731
4,0.5762047353386879
5,0.5712685398118836
6,0.5669692389454161
7,0.5640243212665831
8,0.5609122165611812
9,0.5588137983424323
10,0.5574339606080736
11,0.5547750756570271
12,0.5526341447234153
13,0.5531416768687112
14,0.5505362986666815
15,0.5505562135151454
16,0.5551559803315571
17,0.5592833782093866
18,0.5561699864268302
19,0.5536691275238991
20,0.5554907205275127
