round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.74249,0.61454,0.55274,0.54843,0.74249,0.74249,0.74249
2,0.75465,0.71184,0.77093,0.71945,0.75465,0.75465,0.75465
3,0.71376,0.70346,0.77135,0.69088,0.71376,0.71376,0.71376
4,0.73015,0.70863,0.77634,0.70399,0.73015,0.73015,0.73015
5,0.76183,0.7165,0.77473,0.72572,0.76183,0.76183,0.76183
6,0.77454,0.72123,0.77184,0.73348,0.77454,0.77454,0.77454
7,0.77675,0.72245,0.77183,0.735,0.77675,0.77675,0.77675
8,0.77381,0.72238,0.77555,0.73432,0.77381,0.77381,0.77381
9,0.7681,0.72079,0.77816,0.73126,0.7681,0.7681,0.7681
10,0.76718,0.7209,0.77928,0.731,0.76718,0.76718,0.76718
11,0.76773,0.72097,0.7789,0.73126,0.76773,0.76773,0.76773
12,0.77012,0.72198,0.77877,0.73289,0.77012,0.77012,0.77012
13,0.77215,0.7231,0.77913,0.73443,0.77215,0.77215,0.77215
14,0.77197,0.72306,0.77926,0.73435,0.77197,0.77197,0.77197
15,0.77031,0.72179,0.77815,0.7328,0.77031,0.77031,0.77031
16,0.77031,0.72201,0.77865,0.73297,0.77031,0.77031,0.77031
17,0.77068,0.72218,0.77864,0.73323,0.77068,0.77068,0.77068
18,0.77215,0.72332,0.77963,0.7346,0.77215,0.77215,0.77215
19,0.77289,0.72378,0.77987,0.7352,0.77289,0.77289,0.77289
20,0.77252,0.72327,0.77913,0.73469,0.77252,0.77252,0.77252
21,0.7727,0.72342,0.77925,0.73486,0.7727,0.7727,0.7727
22,0.77344,0.7241,0.77999,0.73563,0.77344,0.77344,0.77344
23,0.77344,0.7242,0.78024,0.73572,0.77344,0.77344,0.77344
24,0.77289,0.72334,0.77888,0.73486,0.77289,0.77289,0.77289
25,0.77344,0.72377,0.77925,0.73538,0.77344,0.77344,0.77344
26,0.77491,0.72493,0.78023,0.73675,0.77491,0.77491,0.77491
27,0.77547,0.72536,0.7806,0.73727,0.77547,0.77547,0.77547
28,0.77528,0.72522,0.78048,0.7371,0.77528,0.77528,0.77528
29,0.77491,0.72493,0.78023,0.73675,0.77491,0.77491,0.77491
30,0.7751,0.72507,0.78035,0.73693,0.7751,0.7751,0.7751
31,0.7751,0.72507,0.78035,0.73693,0.7751,0.7751,0.7751
32,0.7751,0.72497,0.78011,0.73684,0.7751,0.7751,0.7751
33,0.77491,0.72472,0.77974,0.73658,0.77491,0.77491,0.77491
34,0.77491,0.72472,0.77974,0.73658,0.77491,0.77491,0.77491
35,0.77528,0.7249,0.77974,0.73684,0.77528,0.77528,0.77528
36,0.77583,0.72534,0.7801,0.73735,0.77583,0.77583,0.77583
37,0.77583,0.72523,0.77986,0.73727,0.77583,0.77583,0.77583
38,0.77602,0.72538,0.77998,0.73744,0.77602,0.77602,0.77602
39,0.77602,0.72538,0.77998,0.73744,0.77602,0.77602,0.77602
40,0.77639,0.72567,0.78022,0.73779,0.77639,0.77639,0.77639
41,0.77731,0.72641,0.78084,0.73865,0.77731,0.77731,0.77731
42,0.77749,0.72645,0.78071,0.73873,0.77749,0.77749,0.77749
43,0.77768,0.7266,0.78084,0.73891,0.77768,0.77768,0.77768
44,0.77768,0.7266,0.78084,0.73891,0.77768,0.77768,0.77768
45,0.77731,0.7262,0.78034,0.73847,0.77731,0.77731,0.77731
46,0.77712,0.72585,0.77973,0.73813,0.77712,0.77712,0.77712
47,0.77749,0.72614,0.77997,0.73847,0.77749,0.77749,0.77749
48,0.77786,0.72654,0.78047,0.73891,0.77786,0.77786,0.77786
49,0.77823,0.72684,0.78071,0.73925,0.77823,0.77823,0.77823
50,0.7786,0.72713,0.78096,0.7396,0.7786,0.7786,0.7786
