round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.75078,0.37539,0.5,0.42883,0.75078,0.75078,0.75078
2,0.75318,0.84301,0.50505,0.43963,0.75318,0.75318,0.75318
3,0.78357,0.70797,0.67737,0.68898,0.78357,0.78357,0.78357
4,0.75207,0.70136,0.75169,0.7108,0.75207,0.75207,0.75207
5,0.74839,0.70141,0.75491,0.70956,0.74839,0.74839,0.74839
6,0.76718,0.70928,0.75237,0.72098,0.76718,0.76718,0.76718
7,0.77639,0.71582,0.75455,0.72794,0.77639,0.77639,0.77639
8,0.76847,0.71213,0.75767,0.72396,0.76847,0.76847,0.76847
9,0.7576,0.70971,0.76426,0.71914,0.7576,0.7576,0.7576
10,0.75576,0.71077,0.76797,0.71919,0.75576,0.75576,0.75576
11,0.76294,0.7127,0.76559,0.72325,0.76294,0.76294,0.76294
12,0.77418,0.71779,0.76369,0.73014,0.77418,0.77418,0.77418
13,0.78283,0.72441,0.76699,0.73731,0.78283,0.78283,0.78283
14,0.77675,0.72064,0.76714,0.73323,0.77675,0.77675,0.77675
15,0.77583,0.72308,0.77467,0.73541,0.77583,0.77583,0.77583
16,0.77639,0.72323,0.7743,0.73566,0.77639,0.77639,0.77639
17,0.7821,0.7241,0.76749,0.737,0.7821,0.7821,0.7821
18,0.78652,0.72632,0.765,0.73902,0.78652,0.78652,0.78652
19,0.78762,0.72914,0.77141,0.74234,0.78762,0.78762,0.78762
20,0.7786,0.72476,0.77503,0.73746,0.7786,0.7786,0.7786
21,0.78302,0.72837,0.77773,0.74153,0.78302,0.78302,0.78302
22,0.7867,0.72855,0.77154,0.74175,0.7867,0.7867,0.7867
23,0.79112,0.72874,0.76115,0.74054,0.79112,0.79112,0.79112
24,0.79149,0.7308,0.76757,0.74346,0.79149,0.79149,0.79149
25,0.78173,0.7259,0.77317,0.73894,0.78173,0.78173,0.78173
26,0.78025,0.72614,0.77614,0.73902,0.78025,0.78025,0.78025
27,0.78615,0.72872,0.77315,0.74199,0.78615,0.78615,0.78615
28,0.78781,0.72821,0.76808,0.74114,0.78781,0.78781,0.78781
29,0.7937,0.73261,0.76781,0.74508,0.7937,0.7937,0.7937
30,0.79388,0.73233,0.7662,0.74454,0.79388,0.79388,0.79388
31,0.79517,0.73519,0.77299,0.74819,0.79517,0.79517,0.79517
32,0.79499,0.73627,0.77731,0.74976,0.79499,0.79499,0.79499
33,0.79554,0.73644,0.77644,0.74982,0.79554,0.79554,0.79554
34,0.80015,0.73975,0.77506,0.7525,0.80015,0.80015,0.80015
35,0.80107,0.73911,0.76877,0.75056,0.80107,0.80107,0.80107
36,0.80088,0.73902,0.76914,0.75059,0.80088,0.80088,0.80088
37,0.80144,0.74202,0.77987,0.75532,0.80144,0.80144,0.80144
38,0.79462,0.73674,0.77978,0.75045,0.79462,0.79462,0.79462
39,0.79554,0.73687,0.77792,0.75039,0.79554,0.79554,0.79554
40,0.80199,0.74093,0.77333,0.75309,0.80199,0.80199,0.80199
41,0.80107,0.7375,0.76062,0.74704,0.80107,0.80107,0.80107
42,0.80144,0.73777,0.76012,0.74707,0.80144,0.80144,0.80144
43,0.8007,0.73972,0.77296,0.75204,0.8007,0.8007,0.8007
44,0.79517,0.73574,0.77496,0.74898,0.79517,0.79517,0.79517
45,0.79665,0.73609,0.77199,0.74882,0.79665,0.79665,0.79665
46,0.80254,0.74021,0.76752,0.75105,0.80254,0.80254,0.80254
47,0.80273,0.7392,0.76098,0.74833,0.80273,0.80273,0.80273
48,0.80309,0.7399,0.76296,0.74945,0.80309,0.80309,0.80309
49,0.80052,0.73848,0.76815,0.74992,0.80052,0.80052,0.80052
50,0.79904,0.73822,0.7726,0.75073,0.79904,0.79904,0.79904
