round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.82354,0.77967,0.71164,0.73407,0.82354,0.82354,0.82354
2,0.83238,0.78953,0.73234,0.75306,0.83238,0.83238,0.83238
3,0.83625,0.79605,0.73739,0.75868,0.83625,0.83625,0.83625
4,0.83662,0.79606,0.73887,0.75981,0.83662,0.83662,0.83662
5,0.83828,0.79857,0.74145,0.76247,0.83828,0.83828,0.83828
6,0.83938,0.80102,0.74194,0.76351,0.83938,0.83938,0.83938
7,0.83864,0.7998,0.74096,0.76243,0.83864,0.83864,0.83864
8,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
9,0.8392,0.80112,0.74108,0.76288,0.8392,0.8392,0.8392
10,0.83883,0.80018,0.74108,0.76263,0.83883,0.83883,0.83883
11,0.83938,0.80102,0.74194,0.76351,0.83938,0.83938,0.83938
12,0.83975,0.80085,0.74367,0.76478,0.83975,0.83975,0.83975
13,0.83993,0.80186,0.7428,0.7644,0.83993,0.83993,0.83993
14,0.83957,0.80078,0.74305,0.76429,0.83957,0.83957,0.83957
15,0.83938,0.80055,0.74268,0.76395,0.83938,0.83938,0.83938
16,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
17,0.83938,0.8004,0.74293,0.76409,0.83938,0.83938,0.83938
18,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
19,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
20,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
21,0.83846,0.7988,0.74182,0.76281,0.83846,0.83846,0.83846
22,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
23,0.83883,0.79987,0.74157,0.76292,0.83883,0.83883,0.83883
24,0.8392,0.79987,0.74305,0.76404,0.8392,0.8392,0.8392
25,0.83828,0.79903,0.74071,0.76203,0.83828,0.83828,0.83828
26,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
27,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
28,0.83809,0.79834,0.74108,0.76213,0.83809,0.83809,0.83809
29,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
30,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
31,0.83846,0.7988,0.74182,0.76281,0.83846,0.83846,0.83846
32,0.83809,0.79819,0.74133,0.76227,0.83809,0.83809,0.83809
33,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
34,0.83883,0.79911,0.74281,0.76364,0.83883,0.83883,0.83883
35,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
36,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
37,0.83846,0.79865,0.74207,0.76296,0.83846,0.83846,0.83846
38,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
39,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
40,0.83901,0.79949,0.74293,0.76384,0.83901,0.83901,0.83901
41,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
42,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
43,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
44,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
45,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
46,0.83883,0.79926,0.74256,0.7635,0.83883,0.83883,0.83883
47,0.83883,0.79926,0.74256,0.7635,0.83883,0.83883,0.83883
48,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
49,0.83846,0.79865,0.74207,0.76296,0.83846,0.83846,0.83846
50,0.83883,0.79926,0.74256,0.7635,0.83883,0.83883,0.83883
