round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.80365,0.81493,0.62458,0.64346,0.80365,0.80365,0.80365
2,0.82851,0.81451,0.69199,0.72184,0.82851,0.82851,0.82851
3,0.83349,0.80907,0.7116,0.73986,0.83349,0.83349,0.83349
4,0.83422,0.80999,0.71308,0.74137,0.83422,0.83422,0.83422
5,0.83349,0.80536,0.7153,0.74251,0.83349,0.83349,0.83349
6,0.8333,0.81181,0.70852,0.73748,0.8333,0.8333,0.8333
7,0.83386,0.81139,0.71061,0.73935,0.83386,0.83386,0.83386
8,0.8333,0.80937,0.71074,0.73912,0.8333,0.8333,0.8333
9,0.83109,0.81508,0.69914,0.72902,0.83109,0.83109,0.83109
10,0.83164,0.81235,0.70297,0.73232,0.83164,0.83164,0.83164
11,0.8333,0.80885,0.71123,0.73948,0.8333,0.8333,0.8333
12,0.83238,0.81268,0.70494,0.73425,0.83238,0.83238,0.83238
13,0.83201,0.81988,0.69827,0.72882,0.83201,0.83201,0.83201
14,0.83109,0.81572,0.69865,0.72863,0.83109,0.83109,0.83109
15,0.83164,0.81943,0.69754,0.72803,0.83164,0.83164,0.83164
16,0.83146,0.8098,0.70457,0.73346,0.83146,0.83146,0.83146
17,0.83257,0.80952,0.70827,0.73687,0.83257,0.83257,0.83257
18,0.83109,0.81605,0.6984,0.72843,0.83109,0.83109,0.83109
19,0.83091,0.81421,0.69927,0.72902,0.83091,0.83091,0.83091
20,0.82851,0.81844,0.68928,0.71955,0.82851,0.82851,0.82851
21,0.83238,0.81152,0.70593,0.73501,0.83238,0.83238,0.83238
22,0.83164,0.81235,0.70297,0.73232,0.83164,0.83164,0.83164
23,0.8252,0.81856,0.67991,0.70974,0.8252,0.8252,0.8252
24,0.83625,0.81353,0.71616,0.74479,0.83625,0.83625,0.83625
25,0.82925,0.81578,0.69323,0.72324,0.82925,0.82925,0.82925
26,0.83349,0.81404,0.70716,0.73657,0.83349,0.83349,0.83349
27,0.83293,0.81336,0.70605,0.73541,0.83293,0.83293,0.83293
28,0.82557,0.81902,0.68065,0.71058,0.82557,0.82557,0.82557
29,0.82115,0.82085,0.66758,0.6964,0.82115,0.82115,0.82115
30,0.82888,0.8178,0.69076,0.72099,0.82888,0.82888,0.82888
31,0.82925,0.81898,0.691,0.72138,0.82925,0.82925,0.82925
32,0.82833,0.81858,0.68866,0.71893,0.82833,0.82833,0.82833
33,0.82925,0.82085,0.68977,0.72034,0.82925,0.82925,0.82925
34,0.8333,0.81653,0.70457,0.73449,0.8333,0.8333,0.8333
35,0.83017,0.81393,0.6973,0.72705,0.83017,0.83017,0.83017
36,0.8322,0.81549,0.7021,0.73196,0.8322,0.8322,0.8322
37,0.83091,0.81682,0.69729,0.72744,0.83091,0.83091,0.83091
38,0.83201,0.81851,0.69926,0.72961,0.83201,0.83201,0.83201
39,0.83146,0.8175,0.6984,0.72863,0.83146,0.83146,0.83146
40,0.8322,0.81612,0.70161,0.73157,0.8322,0.8322,0.8322
41,0.82649,0.82181,0.68151,0.71177,0.82649,0.82649,0.82649
42,0.82557,0.81862,0.6809,0.7108,0.82557,0.82557,0.82557
43,0.83367,0.81516,0.70679,0.73639,0.83367,0.83367,0.83367
44,0.8322,0.81676,0.70111,0.73118,0.8322,0.8322,0.8322
45,0.83036,0.81785,0.69495,0.72524,0.83036,0.83036,0.83036
46,0.83017,0.82235,0.69137,0.72216,0.83017,0.83017,0.83017
47,0.8287,0.82132,0.68792,0.71848,0.8287,0.8287,0.8287
48,0.82888,0.82078,0.68878,0.71931,0.82888,0.82888,0.82888
49,0.82888,0.81103,0.6957,0.72507,0.82888,0.82888,0.82888
50,0.82649,0.82181,0.68151,0.71177,0.82649,0.82649,0.82649
