round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.81967,0.778,0.69845,0.72237,0.81967,0.81967,0.81967
2,0.82612,0.78179,0.71904,0.74062,0.82612,0.82612,0.82612
3,0.83238,0.78939,0.73259,0.75321,0.83238,0.83238,0.83238
4,0.83533,0.79444,0.73628,0.7574,0.83533,0.83533,0.83533
5,0.83607,0.79551,0.73751,0.75863,0.83607,0.83607,0.83607
6,0.83699,0.79667,0.73936,0.76036,0.83699,0.83699,0.83699
7,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
8,0.8392,0.80033,0.74231,0.7636,0.8392,0.8392,0.8392
9,0.83957,0.80109,0.74256,0.764,0.83957,0.83957,0.83957
10,0.83864,0.79964,0.7412,0.76257,0.83864,0.83864,0.83864
11,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
12,0.83883,0.80018,0.74108,0.76263,0.83883,0.83883,0.83883
13,0.83883,0.80003,0.74133,0.76277,0.83883,0.83883,0.83883
14,0.8392,0.80033,0.74231,0.7636,0.8392,0.8392,0.8392
15,0.83938,0.80087,0.74219,0.76366,0.83938,0.83938,0.83938
16,0.83975,0.80148,0.74268,0.7642,0.83975,0.83975,0.83975
17,0.83975,0.80148,0.74268,0.7642,0.83975,0.83975,0.83975
18,0.83993,0.80108,0.74404,0.76512,0.83993,0.83993,0.83993
19,0.83975,0.80148,0.74268,0.7642,0.83975,0.83975,0.83975
20,0.83957,0.80063,0.7433,0.76443,0.83957,0.83957,0.83957
21,0.8403,0.80169,0.74453,0.76566,0.8403,0.8403,0.8403
22,0.84049,0.80207,0.74465,0.76586,0.84049,0.84049,0.84049
23,0.83975,0.80085,0.74367,0.76478,0.83975,0.83975,0.83975
24,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
25,0.83938,0.80071,0.74244,0.7638,0.83938,0.83938,0.83938
26,0.83938,0.8004,0.74293,0.76409,0.83938,0.83938,0.83938
27,0.83883,0.79941,0.74231,0.76335,0.83883,0.83883,0.83883
28,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
29,0.83883,0.79956,0.74207,0.76321,0.83883,0.83883,0.83883
30,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
31,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
32,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
33,0.83864,0.79949,0.74145,0.76272,0.83864,0.83864,0.83864
34,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
35,0.83846,0.79926,0.74108,0.76238,0.83846,0.83846,0.83846
36,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
37,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
38,0.83828,0.79857,0.74145,0.76247,0.83828,0.83828,0.83828
39,0.83846,0.7988,0.74182,0.76281,0.83846,0.83846,0.83846
40,0.83809,0.7985,0.74084,0.76198,0.83809,0.83809,0.83809
41,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
42,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
43,0.83809,0.79819,0.74133,0.76227,0.83809,0.83809,0.83809
44,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
45,0.83864,0.79918,0.74195,0.76301,0.83864,0.83864,0.83864
46,0.83828,0.79873,0.74121,0.76232,0.83828,0.83828,0.83828
47,0.83846,0.79865,0.74207,0.76296,0.83846,0.83846,0.83846
48,0.83864,0.79903,0.74219,0.76315,0.83864,0.83864,0.83864
49,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
50,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
