round,client,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0,0.13725,0.06863,0.5,0.12069,0.13725,0.13725,0.13725
1,1,0.53172,0.49126,0.49345,0.47365,0.53172,0.53172,0.53172
1,2,0.61739,0.3087,0.5,0.38172,0.61739,0.61739,0.61739
1,3,0.4597,0.47976,0.48854,0.41114,0.4597,0.4597,0.4597
1,4,0.56816,0.56974,0.50839,0.39656,0.56816,0.56816,0.56816
1,5,0.67047,0.50496,0.50721,0.49786,0.67047,0.67047,0.67047
1,6,0.6117,0.46919,0.49354,0.41508,0.6117,0.6117,0.6117
1,7,0.33196,0.48398,0.49157,0.31351,0.33196,0.33196,0.33196
1,8,0.42837,0.21419,0.5,0.2999,0.42837,0.42837,0.42837
1,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
2,0,0.86275,0.69681,0.62013,0.64336,0.86275,0.86275,0.86275
2,1,0.53029,0.52431,0.52468,0.52395,0.53029,0.53029,0.53029
2,2,0.40652,0.48807,0.49452,0.36396,0.40652,0.40652,0.40652
2,3,0.52894,0.50848,0.50622,0.48091,0.52894,0.52894,0.52894
2,4,0.56816,0.57241,0.50811,0.39459,0.56816,0.56816,0.56816
2,5,0.84415,0.6722,0.50093,0.46001,0.84415,0.84415,0.84415
2,6,0.56383,0.497,0.4976,0.48886,0.56383,0.56383,0.56383
2,7,0.69008,0.52865,0.50949,0.47451,0.69008,0.69008,0.69008
2,8,0.55494,0.5356,0.53259,0.52956,0.55494,0.55494,0.55494
2,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
3,0,0.86275,0.68878,0.56006,0.57348,0.86275,0.86275,0.86275
3,1,0.48824,0.52081,0.51792,0.48015,0.48824,0.48824,0.48824
3,2,0.41739,0.48947,0.4936,0.39086,0.41739,0.41739,0.41739
3,3,0.51419,0.51869,0.51865,0.51417,0.51419,0.51419,0.51419
3,4,0.50055,0.50637,0.50642,0.50037,0.50055,0.50055,0.50055
3,5,0.47218,0.50388,0.50731,0.42069,0.47218,0.47218,0.47218
3,6,0.37589,0.68571,0.50562,0.28194,0.37589,0.37589,0.37589
3,7,0.50138,0.50432,0.50528,0.47914,0.50138,0.50138,0.50138
3,8,0.55772,0.53725,0.5334,0.52919,0.55772,0.55772,0.55772
3,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
4,0,0.86275,0.69681,0.62013,0.64336,0.86275,0.86275,0.86275
4,1,0.54241,0.52444,0.5232,0.52184,0.54241,0.54241,0.54241
4,2,0.45,0.4671,0.46599,0.44906,0.45,0.45,0.45
4,3,0.46198,0.47706,0.48163,0.44339,0.46198,0.46198,0.46198
4,4,0.506,0.52166,0.52088,0.50475,0.506,0.506,0.506
4,5,0.82168,0.51346,0.50348,0.48429,0.82168,0.82168,0.82168
4,6,0.54433,0.51673,0.51712,0.51663,0.54433,0.54433,0.54433
4,7,0.71074,0.52361,0.50095,0.42453,0.71074,0.71074,0.71074
4,8,0.50626,0.52772,0.52622,0.50423,0.50626,0.50626,0.50626
4,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
5,0,0.86275,0.69681,0.62013,0.64336,0.86275,0.86275,0.86275
5,1,0.5417,0.50121,0.50086,0.47743,0.5417,0.5417,0.5417
5,2,0.61739,0.3087,0.5,0.38172,0.61739,0.61739,0.61739
5,3,0.51759,0.52115,0.52118,0.51758,0.51759,0.51759,0.51759
5,4,0.57579,0.71881,0.51432,0.39426,0.57579,0.57579,0.57579
5,5,0.60485,0.50433,0.50753,0.47951,0.60485,0.60485,0.60485
5,6,0.55319,0.53002,0.53114,0.52972,0.55319,0.55319,0.55319
5,7,0.71074,0.35635,0.49807,0.41546,0.71074,0.71074,0.71074
5,8,0.45341,0.50517,0.50278,0.40953,0.45341,0.45341,0.45341
5,9,0.85751,0.5398,0.5366,0.53803,0.85751,0.85751,0.85751
6,0,0.76471,0.63889,0.74351,0.65227,0.76471,0.76471,0.76471
6,1,0.5474,0.50556,0.50368,0.47532,0.5474,0.5474,0.5474
6,2,0.45217,0.48562,0.48612,0.45167,0.45217,0.45217,0.45217
6,3,0.53916,0.53037,0.52881,0.52633,0.53916,0.53916,0.53916
6,4,0.54417,0.50178,0.50098,0.45609,0.54417,0.54417,0.54417
6,5,0.8388,0.60849,0.51642,0.49832,0.8388,0.8388,0.8388
6,6,0.59929,0.48362,0.49371,0.44118,0.59929,0.59929,0.59929
6,7,0.4449,0.52161,0.52325,0.44402,0.4449,0.4449,0.4449
6,8,0.55633,0.54028,0.53829,0.53725,0.55633,0.55633,0.55633
6,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
7,0,0.86275,0.68878,0.56006,0.57348,0.86275,0.86275,0.86275
7,1,0.4355,0.5948,0.50678,0.32249,0.4355,0.4355,0.4355
7,2,0.41087,0.48315,0.49048,0.37977,0.41087,0.41087,0.41087
7,3,0.54711,0.63003,0.50413,0.36477,0.54711,0.54711,0.54711
7,4,0.50273,0.51299,0.51288,0.50263,0.50273,0.50273,0.50273
7,5,0.6373,0.50558,0.50902,0.49054,0.6373,0.6373,0.6373
7,6,0.59397,0.50785,0.50448,0.47669,0.59397,0.59397,0.59397
7,7,0.55234,0.50433,0.50503,0.49895,0.55234,0.55234,0.55234
7,8,0.54242,0.53734,0.53792,0.53697,0.54242,0.54242,0.54242
7,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
8,0,0.88235,0.78125,0.63149,0.66739,0.88235,0.88235,0.88235
8,1,0.50891,0.52236,0.52217,0.50883,0.50891,0.50891,0.50891
8,2,0.60435,0.51847,0.50564,0.44222,0.60435,0.60435,0.60435
8,3,0.54597,0.57268,0.50329,0.36641,0.54597,0.54597,0.54597
8,4,0.49836,0.51156,0.51128,0.49771,0.49836,0.49836,0.49836
8,5,0.84379,0.64476,0.50352,0.46654,0.84379,0.84379,0.84379
8,6,0.56383,0.51082,0.50959,0.50666,0.56383,0.56383,0.56383
8,7,0.71212,0.58911,0.50767,0.44226,0.71212,0.71212,0.71212
8,8,0.50487,0.53024,0.52785,0.50128,0.50487,0.50487,0.50487
8,9,0.87565,0.56411,0.54654,0.55259,0.87565,0.87565,0.87565
9,0,0.86275,0.70556,0.68019,0.69144,0.86275,0.86275,0.86275
9,1,0.53386,0.51298,0.51209,0.50944,0.53386,0.53386,0.53386
9,2,0.40652,0.4923,0.49668,0.36082,0.40652,0.40652,0.40652
9,3,0.54711,0.63003,0.50413,0.36477,0.54711,0.54711,0.54711
9,4,0.51254,0.51067,0.51084,0.50952,0.51254,0.51254,0.51254
9,5,0.65228,0.50671,0.51043,0.49554,0.65228,0.65228,0.65228
9,6,0.59574,0.46226,0.4869,0.42711,0.59574,0.59574,0.59574
9,7,0.45455,0.51249,0.51418,0.45104,0.45455,0.45455,0.45455
9,8,0.57024,0.56709,0.56835,0.56636,0.57024,0.57024,0.57024
9,9,0.91192,0.45596,0.5,0.47696,0.91192,0.91192,0.91192
