round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.45416,0.35191,0.35025,0.34909,0.45416,0.45416,0.45416
2,0.4663,0.36202,0.35851,0.35857,0.4663,0.4663,0.4663
3,0.47214,0.35936,0.35488,0.35348,0.47214,0.47214,0.47214
4,0.48821,0.35696,0.34992,0.34148,0.48821,0.48821,0.48821
5,0.49749,0.35455,0.34604,0.32976,0.49749,0.49749,0.49749
6,0.49194,0.36307,0.35298,0.34391,0.49194,0.49194,0.49194
7,0.50604,0.36273,0.34913,0.33043,0.50604,0.50604,0.50604
8,0.5054,0.37034,0.35152,0.33528,0.5054,0.5054,0.5054
9,0.5168,0.37131,0.34638,0.31523,0.5168,0.5168,0.5168
10,0.52039,0.37235,0.34836,0.31673,0.52039,0.52039,0.52039
11,0.51587,0.36728,0.35031,0.32497,0.51587,0.51587,0.51587
12,0.52835,0.36539,0.34553,0.3006,0.52835,0.52835,0.52835
13,0.52633,0.36633,0.34887,0.31236,0.52633,0.52633,0.52633
14,0.52869,0.36625,0.34708,0.30463,0.52869,0.52869,0.52869
15,0.52619,0.36721,0.35168,0.31942,0.52619,0.52619,0.52619
16,0.53577,0.37604,0.34695,0.29316,0.53577,0.53577,0.53577
17,0.53061,0.3686,0.35065,0.31224,0.53061,0.53061,0.53061
18,0.53542,0.378,0.34991,0.30419,0.53542,0.53542,0.53542
19,0.53444,0.37278,0.34984,0.30495,0.53444,0.53444,0.53444
20,0.53341,0.37551,0.35438,0.31867,0.53341,0.53341,0.53341
21,0.53611,0.37448,0.35077,0.30568,0.53611,0.53611,0.53611
22,0.53498,0.37649,0.35497,0.31849,0.53498,0.53498,0.53498
23,0.53709,0.37502,0.35156,0.30668,0.53709,0.53709,0.53709
24,0.54073,0.38115,0.35328,0.30693,0.54073,0.54073,0.54073
25,0.54456,0.39103,0.34952,0.28885,0.54456,0.54456,0.54456
26,0.54412,0.38659,0.34934,0.28868,0.54412,0.54412,0.54412
27,0.53439,0.37642,0.35992,0.33041,0.53439,0.53439,0.53439
28,0.54328,0.38481,0.35429,0.30653,0.54328,0.54328,0.54328
29,0.54466,0.38956,0.35372,0.30254,0.54466,0.54466,0.54466
30,0.54579,0.38932,0.35057,0.29011,0.54579,0.54579,0.54579
31,0.54412,0.3876,0.35444,0.30596,0.54412,0.54412,0.54412
32,0.54746,0.39722,0.34982,0.2845,0.54746,0.54746,0.54746
33,0.54815,0.39709,0.35296,0.29403,0.54815,0.54815,0.54815
34,0.54839,0.40768,0.35206,0.28954,0.54839,0.54839,0.54839
35,0.54918,0.40131,0.35193,0.28901,0.54918,0.54918,0.54918
36,0.54898,0.40551,0.35106,0.28576,0.54898,0.54898,0.54898
37,0.54746,0.39776,0.35759,0.31024,0.54746,0.54746,0.54746
38,0.54908,0.39671,0.35525,0.30119,0.54908,0.54908,0.54908
39,0.5508,0.41452,0.35307,0.28902,0.5508,0.5508,0.5508
40,0.54943,0.39738,0.3569,0.30587,0.54943,0.54943,0.54943
41,0.55169,0.41111,0.3546,0.29389,0.55169,0.55169,0.55169
42,0.55183,0.41011,0.3553,0.29628,0.55183,0.55183,0.55183
43,0.55267,0.41303,0.356,0.29762,0.55267,0.55267,0.55267
44,0.54997,0.41406,0.34954,0.2785,0.54997,0.54997,0.54997
45,0.55227,0.41921,0.35351,0.28927,0.55227,0.55227,0.55227
46,0.55286,0.42149,0.35494,0.29213,0.55286,0.55286,0.55286
47,0.55114,0.4204,0.35207,0.2846,0.55114,0.55114,0.55114
48,0.55552,0.42395,0.36126,0.31043,0.55552,0.55552,0.55552
49,0.55311,0.42157,0.3685,0.33271,0.55311,0.55311,0.55311
50,0.5539,0.41943,0.35553,0.29378,0.5539,0.5539,0.5539
