round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.79904,0.82728,0.60941,0.62262,0.79904,0.79904,0.79904
2,0.80641,0.82916,0.62666,0.64641,0.80641,0.80641,0.80641
3,0.82483,0.80981,0.6846,0.71374,0.82483,0.82483,0.82483
4,0.82612,0.81182,0.68694,0.71638,0.82612,0.82612,0.82612
5,0.82612,0.81469,0.68497,0.71467,0.82612,0.82612,0.82612
6,0.8368,0.80765,0.72393,0.7505,0.8368,0.8368,0.8368
7,0.83791,0.80407,0.73207,0.75651,0.83791,0.83791,0.83791
8,0.82759,0.8144,0.68941,0.7192,0.82759,0.82759,0.82759
9,0.83662,0.80855,0.72233,0.7493,0.83662,0.83662,0.83662
10,0.8228,0.81428,0.67585,0.70497,0.8228,0.8228,0.8228
11,0.83588,0.81002,0.71838,0.74613,0.83588,0.83588,0.83588
12,0.83293,0.81336,0.70605,0.73541,0.83293,0.83293,0.83293
13,0.8368,0.81018,0.72121,0.74866,0.8368,0.8368,0.8368
14,0.8287,0.81339,0.69335,0.72306,0.8287,0.8287,0.8287
15,0.82851,0.81521,0.6915,0.72143,0.82851,0.82851,0.82851
16,0.82759,0.8151,0.68891,0.71878,0.82759,0.82759,0.82759
17,0.82372,0.81668,0.67695,0.70639,0.82372,0.82372,0.82372
18,0.8217,0.81747,0.67091,0.69986,0.8217,0.8217,0.8217
19,0.8322,0.81425,0.70309,0.73273,0.8322,0.8322,0.8322
20,0.82796,0.81557,0.68965,0.71959,0.82796,0.82796,0.82796
21,0.8193,0.8204,0.6629,0.69104,0.8193,0.8193,0.8193
22,0.83091,0.81326,0.70001,0.72961,0.83091,0.83091,0.83091
23,0.83607,0.80608,0.72319,0.74954,0.83607,0.83607,0.83607
24,0.82244,0.81421,0.67486,0.7039,0.82244,0.82244,0.82244
25,0.82796,0.81592,0.6894,0.71939,0.82796,0.82796,0.82796
26,0.83607,0.80674,0.72245,0.74904,0.83607,0.83607,0.83607
27,0.83091,0.81173,0.70124,0.73058,0.83091,0.83091,0.83091
28,0.83478,0.8089,0.71592,0.74373,0.83478,0.83478,0.83478
29,0.83164,0.80836,0.70642,0.73496,0.83164,0.83164,0.83164
30,0.83551,0.80812,0.71912,0.74642,0.83551,0.83551,0.83551
31,0.8252,0.81501,0.68213,0.71174,0.8252,0.8252,0.8252
32,0.83625,0.80502,0.72504,0.75089,0.83625,0.83625,0.83625
33,0.82538,0.81563,0.68226,0.71193,0.82538,0.82538,0.82538
34,0.83533,0.80605,0.72073,0.74741,0.83533,0.83533,0.83533
35,0.83091,0.81453,0.69902,0.72882,0.83091,0.83091,0.83091
36,0.83091,0.80939,0.70322,0.73211,0.83091,0.83091,0.83091
37,0.8333,0.80885,0.71123,0.73948,0.8333,0.8333,0.8333
38,0.83036,0.81681,0.69569,0.72584,0.83036,0.83036,0.83036
39,0.82888,0.81637,0.69175,0.72182,0.82888,0.82888,0.82888
40,0.83164,0.81235,0.70297,0.73232,0.83164,0.83164,0.83164
41,0.83754,0.80599,0.72837,0.7539,0.83754,0.83754,0.83754
42,0.82999,0.81636,0.69495,0.72505,0.82999,0.82999,0.82999
43,0.83809,0.80527,0.73121,0.75608,0.83809,0.83809,0.83809
44,0.83091,0.81295,0.70025,0.7298,0.83091,0.83091,0.83091
45,0.82999,0.81468,0.69618,0.72605,0.82999,0.82999,0.82999
46,0.8228,0.81428,0.67585,0.70497,0.8228,0.8228,0.8228
47,0.83588,0.8052,0.72356,0.74967,0.83588,0.83588,0.83588
48,0.82907,0.8159,0.69261,0.72264,0.82907,0.82907,0.82907
49,0.82207,0.81496,0.67338,0.70236,0.82207,0.82207,0.82207
50,0.81986,0.81825,0.66549,0.69385,0.81986,0.81986,0.81986
