round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.81838,0.81311,0.66426,0.69208,0.81838,0.81838,0.81838
2,0.82999,0.81027,0.69964,0.72882,0.82999,0.82999,0.82999
3,0.83054,0.80864,0.70272,0.73152,0.83054,0.83054,0.83054
4,0.83349,0.81013,0.71061,0.73914,0.83349,0.83349,0.83349
5,0.8333,0.81017,0.71,0.73858,0.8333,0.8333,0.8333
6,0.8357,0.81155,0.71628,0.74454,0.8357,0.8357,0.8357
7,0.83514,0.81011,0.71591,0.74395,0.83514,0.83514,0.83514
8,0.83514,0.80936,0.71665,0.74447,0.83514,0.83514,0.83514
9,0.83551,0.80859,0.71863,0.74608,0.83551,0.83551,0.83551
10,0.83496,0.80864,0.71678,0.74445,0.83496,0.83496,0.83496
11,0.83459,0.80769,0.71653,0.74405,0.83459,0.83459,0.83459
12,0.83404,0.80976,0.71271,0.74099,0.83404,0.83404,0.83404
13,0.83404,0.80725,0.71518,0.74276,0.83404,0.83404,0.83404
14,0.83386,0.80979,0.71209,0.74043,0.83386,0.83386,0.83386
15,0.83478,0.80721,0.71764,0.74494,0.83478,0.83478,0.83478
16,0.83459,0.80698,0.71727,0.74457,0.83459,0.83459,0.83459
17,0.83441,0.80746,0.71616,0.74368,0.83441,0.83441,0.83441
18,0.83496,0.80627,0.71925,0.74616,0.83496,0.83496,0.83496
19,0.83478,0.80721,0.71764,0.74494,0.83478,0.83478,0.83478
20,0.83533,0.80742,0.71925,0.74639,0.83533,0.83533,0.83533
21,0.83514,0.80814,0.71789,0.74534,0.83514,0.83514,0.83514
22,0.83422,0.80699,0.71604,0.74348,0.83422,0.83422,0.83422
23,0.83441,0.80746,0.71616,0.74368,0.83441,0.83441,0.83441
24,0.83514,0.8065,0.71962,0.74653,0.83514,0.83514,0.83514
25,0.83404,0.80676,0.71567,0.74311,0.83404,0.83404,0.83404
26,0.83422,0.80748,0.71555,0.74313,0.83422,0.83422,0.83422
27,0.8357,0.80835,0.71949,0.74679,0.8357,0.8357,0.8357
28,0.83422,0.80652,0.71653,0.74383,0.83422,0.83422,0.83422
29,0.83478,0.80673,0.71814,0.74528,0.83478,0.83478,0.83478
30,0.83441,0.80771,0.71592,0.7435,0.83441,0.83441,0.83441
31,0.83551,0.80696,0.72036,0.74727,0.83551,0.83551,0.83551
32,0.83514,0.80719,0.71888,0.74602,0.83514,0.83514,0.83514
33,0.83441,0.80698,0.71666,0.74402,0.83441,0.83441,0.83441
34,0.83533,0.80673,0.71999,0.7469,0.83533,0.83533,0.83533
35,0.83514,0.80719,0.71888,0.74602,0.83514,0.83514,0.83514
36,0.83496,0.80767,0.71777,0.74514,0.83496,0.83496,0.83496
37,0.83551,0.80719,0.72011,0.7471,0.83551,0.83551,0.83551
38,0.83533,0.80742,0.71925,0.74639,0.83533,0.83533,0.83533
39,0.83349,0.80583,0.71481,0.74216,0.83349,0.83349,0.83349
40,0.83533,0.80789,0.71875,0.74605,0.83533,0.83533,0.83533
41,0.83514,0.80719,0.71888,0.74602,0.83514,0.83514,0.83514
42,0.83551,0.80719,0.72011,0.7471,0.83551,0.83551,0.83551
43,0.83422,0.80871,0.71431,0.74225,0.83422,0.83422,0.83422
44,0.83441,0.80698,0.71666,0.74402,0.83441,0.83441,0.83441
45,0.83551,0.80788,0.71937,0.74659,0.83551,0.83551,0.83551
46,0.83404,0.80798,0.71444,0.74223,0.83404,0.83404,0.83404
47,0.83422,0.80699,0.71604,0.74348,0.83422,0.83422,0.83422
48,0.83404,0.80749,0.71493,0.74258,0.83404,0.83404,0.83404
49,0.83514,0.8079,0.71814,0.74551,0.83514,0.83514,0.83514
50,0.83533,0.80742,0.71925,0.74639,0.83533,0.83533,0.83533
