round,vfl/train_loss
1,0.5984562505568777
2,0.5598563573190144
3,0.555470737005983
4,0.5536619839923722
5,0.5523316686068263
6,0.5509807709710939
7,0.5503443382893289
8,0.5495844287957464
9,0.5494652126090868
10,0.5492921453714371
11,0.5490129591737475
12,0.54813495103802
13,0.5473218087639128
14,0.5473623407738549
15,0.5464563571981021
16,0.5458236948081425
17,0.5444016543030739
18,0.5428697123272078
19,0.5414275031004633
20,0.5394056915385382
