round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.80567,0.76885,0.65703,0.68052,0.80567,0.80567,0.80567
2,0.82059,0.77806,0.70203,0.72554,0.82059,0.82059,0.82059
3,0.82372,0.77859,0.71423,0.73596,0.82372,0.82372,0.82372
4,0.82649,0.78242,0.71953,0.74117,0.82649,0.82649,0.82649
5,0.82888,0.785,0.72532,0.74641,0.82888,0.82888,0.82888
6,0.83201,0.7892,0.73136,0.75221,0.83201,0.83201,0.83201
7,0.83404,0.79222,0.73468,0.75557,0.83404,0.83404,0.83404
8,0.83551,0.79452,0.7369,0.75789,0.83551,0.83551,0.83551
9,0.83551,0.79482,0.7364,0.75759,0.83551,0.83551,0.83551
10,0.83662,0.79651,0.73813,0.75937,0.83662,0.83662,0.83662
11,0.83607,0.79521,0.73801,0.75893,0.83607,0.83607,0.83607
12,0.83699,0.79637,0.73985,0.76065,0.83699,0.83699,0.83699
13,0.83717,0.79675,0.73998,0.76085,0.83717,0.83717,0.83717
14,0.83828,0.79857,0.74145,0.76247,0.83828,0.83828,0.83828
15,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
16,0.83883,0.79972,0.74182,0.76306,0.83883,0.83883,0.83883
17,0.83957,0.80109,0.74256,0.764,0.83957,0.83957,0.83957
18,0.83957,0.80109,0.74256,0.764,0.83957,0.83957,0.83957
19,0.83901,0.80025,0.7417,0.76312,0.83901,0.83901,0.83901
20,0.83883,0.79987,0.74157,0.76292,0.83883,0.83883,0.83883
21,0.83883,0.79972,0.74182,0.76306,0.83883,0.83883,0.83883
22,0.83846,0.79926,0.74108,0.76238,0.83846,0.83846,0.83846
23,0.83846,0.79926,0.74108,0.76238,0.83846,0.83846,0.83846
24,0.83846,0.79957,0.74059,0.76208,0.83846,0.83846,0.83846
25,0.83846,0.79989,0.74009,0.76179,0.83846,0.83846,0.83846
26,0.83901,0.80041,0.74145,0.76297,0.83901,0.83901,0.83901
27,0.83901,0.80025,0.7417,0.76312,0.83901,0.83901,0.83901
28,0.83938,0.80102,0.74194,0.76351,0.83938,0.83938,0.83938
29,0.83975,0.80164,0.74243,0.76406,0.83975,0.83975,0.83975
30,0.83957,0.80125,0.74231,0.76386,0.83957,0.83957,0.83957
31,0.83938,0.80087,0.74219,0.76366,0.83938,0.83938,0.83938
32,0.83975,0.80148,0.74268,0.7642,0.83975,0.83975,0.83975
33,0.83993,0.80218,0.74231,0.76411,0.83993,0.83993,0.83993
34,0.83975,0.80148,0.74268,0.7642,0.83975,0.83975,0.83975
35,0.83975,0.80132,0.74293,0.76435,0.83975,0.83975,0.83975
36,0.83993,0.8017,0.74305,0.76454,0.83993,0.83993,0.83993
37,0.83993,0.8017,0.74305,0.76454,0.83993,0.83993,0.83993
38,0.84012,0.80162,0.74391,0.76517,0.84012,0.84012,0.84012
39,0.83957,0.80094,0.74281,0.76415,0.83957,0.83957,0.83957
40,0.83938,0.80055,0.74268,0.76395,0.83938,0.83938,0.83938
41,0.83975,0.80132,0.74293,0.76435,0.83975,0.83975,0.83975
42,0.83957,0.80094,0.74281,0.76415,0.83957,0.83957,0.83957
43,0.83957,0.80094,0.74281,0.76415,0.83957,0.83957,0.83957
44,0.83975,0.80101,0.74342,0.76463,0.83975,0.83975,0.83975
45,0.83957,0.80063,0.7433,0.76443,0.83957,0.83957,0.83957
46,0.83957,0.80063,0.7433,0.76443,0.83957,0.83957,0.83957
47,0.83938,0.80025,0.74318,0.76424,0.83938,0.83938,0.83938
48,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
49,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
50,0.83901,0.79964,0.74268,0.7637,0.83901,0.83901,0.83901
