round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.8158,0.77554,0.68674,0.71123,0.8158,0.8158,0.8158
2,0.82391,0.77883,0.7146,0.73632,0.82391,0.82391,0.82391
3,0.82907,0.78625,0.72396,0.74565,0.82907,0.82907,0.82907
4,0.8322,0.78958,0.73148,0.7524,0.8322,0.8322,0.8322
5,0.83496,0.7931,0.73702,0.7576,0.83496,0.83496,0.83496
6,0.8357,0.7952,0.73653,0.75779,0.8357,0.8357,0.8357
7,0.83588,0.79528,0.73714,0.75829,0.83588,0.83588,0.83588
8,0.83717,0.7966,0.74022,0.76099,0.83717,0.83717,0.83717
9,0.83846,0.79926,0.74108,0.76238,0.83846,0.83846,0.83846
10,0.83883,0.79987,0.74157,0.76292,0.83883,0.83883,0.83883
11,0.83975,0.8018,0.74219,0.76391,0.83975,0.83975,0.83975
12,0.83938,0.80055,0.74268,0.76395,0.83938,0.83938,0.83938
13,0.83828,0.79903,0.74071,0.76203,0.83828,0.83828,0.83828
14,0.83828,0.79888,0.74096,0.76218,0.83828,0.83828,0.83828
15,0.83809,0.7988,0.74034,0.76169,0.83809,0.83809,0.83809
16,0.83846,0.79942,0.74083,0.76223,0.83846,0.83846,0.83846
17,0.83883,0.80003,0.74133,0.76277,0.83883,0.83883,0.83883
18,0.83938,0.80087,0.74219,0.76366,0.83938,0.83938,0.83938
19,0.83957,0.80141,0.74206,0.76371,0.83957,0.83957,0.83957
20,0.83938,0.80102,0.74194,0.76351,0.83938,0.83938,0.83938
21,0.83901,0.8001,0.74194,0.76326,0.83901,0.83901,0.83901
22,0.83938,0.8004,0.74293,0.76409,0.83938,0.83938,0.83938
23,0.83957,0.80125,0.74231,0.76386,0.83957,0.83957,0.83957
24,0.83975,0.80101,0.74342,0.76463,0.83975,0.83975,0.83975
25,0.83993,0.80202,0.74256,0.76425,0.83993,0.83993,0.83993
26,0.83975,0.80116,0.74317,0.76449,0.83975,0.83975,0.83975
27,0.83975,0.80101,0.74342,0.76463,0.83975,0.83975,0.83975
28,0.83975,0.80101,0.74342,0.76463,0.83975,0.83975,0.83975
29,0.83938,0.8004,0.74293,0.76409,0.83938,0.83938,0.83938
30,0.83938,0.8004,0.74293,0.76409,0.83938,0.83938,0.83938
31,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
32,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
33,0.8392,0.80002,0.74281,0.76389,0.8392,0.8392,0.8392
34,0.83883,0.79926,0.74256,0.7635,0.83883,0.83883,0.83883
35,0.83883,0.79956,0.74207,0.76321,0.83883,0.83883,0.83883
36,0.83883,0.79956,0.74207,0.76321,0.83883,0.83883,0.83883
37,0.83883,0.79956,0.74207,0.76321,0.83883,0.83883,0.83883
38,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
39,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
40,0.83846,0.7988,0.74182,0.76281,0.83846,0.83846,0.83846
41,0.83828,0.79842,0.7417,0.76261,0.83828,0.83828,0.83828
42,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
43,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
44,0.83846,0.79895,0.74158,0.76267,0.83846,0.83846,0.83846
45,0.83883,0.79956,0.74207,0.76321,0.83883,0.83883,0.83883
46,0.83957,0.80063,0.7433,0.76443,0.83957,0.83957,0.83957
47,0.83864,0.79933,0.7417,0.76287,0.83864,0.83864,0.83864
48,0.83864,0.79888,0.74244,0.7633,0.83864,0.83864,0.83864
49,0.83883,0.79926,0.74256,0.7635,0.83883,0.83883,0.83883
50,0.83846,0.7988,0.74182,0.76281,0.83846,0.83846,0.83846
