round,vfl/train_loss
1,0.6261120171206338
2,0.5932048005717141
3,0.5804266992637089
4,0.572837039232254
5,0.5693266682965414
6,0.5664267988290106
7,0.5635120676245008
8,0.5639197578600474
9,0.562686792569501
10,0.5617814894233432
11,0.5608732912370137
12,0.5544738728659494
13,0.5540965630326953
14,0.5511742495213237
15,0.5570396010364805
16,0.5524000115479741
17,0.5516098111442157
18,0.5536697266783033
19,0.5566072180867195
20,0.5555214970452445
