round,client,train_loss
1,0,448.6937058176313
1,1,460.39639305387226
1,2,444.00349888120377
1,3,452.2827816282
1,4,464.08934811183383
1,5,457.4023733820234
1,6,445.83621841158185
1,7,456.4618965557643
1,8,458.1805776596069
1,9,457.73536515917095
2,0,11.040946885517664
2,1,11.252949626105172
2,2,12.94974706513541
2,3,12.505373546055385
2,4,12.21850460597447
2,5,11.022883905683244
2,6,11.706329352515084
2,7,12.434019224984306
2,8,10.407595150811332
2,9,10.337342119216919
3,0,8.870031697409493
3,1,8.224826070240566
3,2,8.494268124444144
3,3,8.532361030578613
3,4,8.227450343540736
3,5,8.856751339776176
3,6,9.031997210638863
3,7,8.14328785623823
3,8,7.912910979134696
3,9,7.957686403819493
4,0,8.014453983306884
4,1,7.947593552725656
4,2,7.6204911504473
4,3,8.673317228044782
4,4,7.719925839560372
4,5,7.7687211513519285
4,6,8.256414672306606
4,7,7.774369219371251
4,8,7.3128942830221995
4,9,7.241170215606689
5,0,7.875570249557495
5,1,7.712338338579451
5,2,8.022582054138184
5,3,7.869994156701225
5,4,7.122805874688285
5,5,7.454597854614258
5,6,7.690470252718244
5,7,6.9386038439614435
5,8,7.255152811322893
5,9,6.913043519428798
6,0,7.976202392578125
6,1,7.472367041451591
6,2,7.765729515893119
6,3,6.953332342420306
6,4,6.73602032661438
6,5,7.436028630392892
6,6,7.4324007374899725
6,7,7.739529378073556
6,8,6.667220830917358
6,9,6.974409988948277
7,0,6.970025219236102
7,1,6.468222543171474
7,2,6.523115873336792
7,3,6.992073965072632
7,4,6.84594966343471
7,5,7.240754536220005
7,6,7.050989695957729
7,7,6.3907720020839145
7,8,6.671732187271118
7,9,5.945449243273054
8,0,6.396389981678554
8,1,6.252512686593192
8,2,6.117925494057792
8,3,6.412489509582519
8,4,6.154797445024763
8,5,7.099377720696586
8,6,6.479058572224209
8,7,6.333514022827148
8,8,5.993856137139456
8,9,5.860099111284528
9,0,6.340687097821917
9,1,5.446503955977303
9,2,6.266059923171997
9,3,6.019715636117118
9,4,5.987070008686611
9,5,6.65004848752703
9,6,6.67235666683742
9,7,6.174693489074707
9,8,5.556213641166687
9,9,5.421389177867344
10,0,5.5810047626495365
10,1,5.3251657996858865
10,2,5.606259843281337
10,3,5.696145098549979
10,4,5.895261771338326
10,5,5.470568336759295
10,6,5.990911252158028
10,7,6.130859116145543
10,8,5.13351868901934
10,9,4.993808225222996
11,0,5.283669093676976
11,1,5.687003064155578
11,2,5.13372106892722
11,3,5.134401658603124
11,4,5.59281781400953
11,5,5.032840119089399
11,6,5.130999105317252
11,7,6.123838227135795
11,8,5.479392797606332
11,9,4.995726997511728
12,0,5.453662586212158
12,1,4.89682480607714
12,2,4.677634116581508
12,3,5.041939742224557
12,4,5.1262541055679325
12,5,4.829624233927046
12,6,5.2446089369910105
12,7,4.92274432863508
12,8,4.634699078968593
12,9,4.675563979148865
13,0,4.6243147441319055
13,1,4.453137840543475
13,2,4.482872939109802
13,3,4.749236842564174
13,4,4.867385077476501
13,5,4.492844237600054
13,6,4.49951410974775
13,7,4.450842073985508
13,8,4.253355063710894
13,9,4.135799877984184
14,0,4.129974266460963
14,1,4.229055830410549
14,2,4.193811385972159
14,3,4.171436285972595
14,4,4.1946058818272185
14,5,4.457079894202096
14,6,4.259885556357247
14,7,4.204147512572153
14,8,3.9233585527965
14,9,3.755991847174508
15,0,4.408235921178545
15,1,4.026404462541852
15,2,3.6818709305354527
15,3,4.266972664424351
15,4,3.6901358434132168
15,5,3.544362436022077
15,6,4.004622329984392
15,7,4.218383911677769
15,8,3.976890679768154
15,9,3.775716713496617
16,0,3.322732952662877
16,1,3.603697235243661
16,2,3.469160304750715
16,3,3.7203551735196796
16,4,3.3938406160899572
16,5,3.2610346691949026
16,6,3.865339732170105
16,7,3.7471487862723216
16,8,3.5686410767691474
16,9,3.7507565191813876
17,0,3.7463970048086983
17,1,3.0042142357145036
17,2,3.4436083895819527
17,3,3.210971130643572
17,4,3.256580196108137
17,5,3.6377398490905763
17,6,3.6538392356463842
17,7,3.5526523624147686
17,8,2.9965746777398246
17,9,3.1424122163227626
18,0,2.7491879514285498
18,1,3.071012330055237
18,2,2.759351706504822
18,3,3.0393761004720417
18,4,3.2361430815288
18,5,2.973792038645063
18,6,3.342024397850037
18,7,3.425158291203635
18,8,3.3051517622811453
18,9,2.5599052054541453
19,0,3.029292813369206
19,1,2.7567298446382793
19,2,3.0702213508742195
19,3,2.668219309193747
19,4,2.5522299783570426
19,5,2.9320529001099724
19,6,3.4983462946755544
19,7,2.854449037143162
19,8,2.535842505523137
19,9,2.8590252092906407
20,0,2.387096381187439
20,1,2.6410748294421604
20,2,2.6969822781426567
20,3,2.7194893326078144
20,4,2.4628834537097384
20,5,2.737286044870104
20,6,2.788139419896262
20,7,2.510802847998483
20,8,2.495461324283055
20,9,2.5411879420280457
