round,comm_costs
1,31060
2,31060
3,31060
4,31060
5,31060
6,31060
7,31060
8,31060
9,31060
10,31060
11,31060
12,31060
13,31060
14,31060
15,31060
16,31060
17,31060
18,31060
19,31060
20,31060
21,31060
22,31060
23,31060
24,31060
25,31060
26,31060
27,31060
28,31060
29,31060
30,31060
31,31060
32,31060
33,31060
34,31060
35,31060
36,31060
37,31060
38,31060
39,31060
40,31060
41,31060
42,31060
43,31060
44,31060
45,31060
46,31060
47,31060
48,31060
49,31060
50,31060
