round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.4616,0.54857,0.55799,0.45742,0.4616,0.4616,0.4616
2,0.68963,0.6626,0.7143,0.65685,0.68963,0.68963,0.68963
3,0.75999,0.84459,0.51946,0.46931,0.75999,0.75999,0.75999
4,0.7611,0.84167,0.52193,0.47428,0.7611,0.7611,0.7611
5,0.75815,0.87818,0.51478,0.45935,0.75815,0.75815,0.75815
6,0.75576,0.87727,0.50998,0.44961,0.75576,0.75576,0.75576
7,0.76036,0.87902,0.51922,0.4682,0.76036,0.76036,0.76036
8,0.7587,0.87839,0.51589,0.46158,0.7587,0.7587,0.7587
9,0.76257,0.87987,0.52365,0.4769,0.76257,0.76257,0.76257
10,0.78946,0.82492,0.58723,0.58973,0.78946,0.78946,0.78946
11,0.80383,0.81521,0.62495,0.64395,0.80383,0.80383,0.80383
12,0.81599,0.80077,0.66489,0.69183,0.81599,0.81599,0.81599
13,0.81949,0.79735,0.67784,0.70534,0.81949,0.81949,0.81949
14,0.81194,0.8125,0.64713,0.67201,0.81194,0.81194,0.81194
15,0.81617,0.81194,0.65884,0.68581,0.81617,0.81617,0.81617
16,0.81396,0.81428,0.65169,0.67757,0.81396,0.81396,0.81396
17,0.80549,0.82635,0.62531,0.64457,0.80549,0.80549,0.80549
18,0.80641,0.82916,0.62666,0.64641,0.80641,0.80641,0.80641
19,0.80291,0.83457,0.61668,0.63283,0.80291,0.80291,0.80291
20,0.80623,0.82737,0.62679,0.64655,0.80623,0.80623,0.80623
21,0.80052,0.83914,0.6099,0.62324,0.80052,0.80052,0.80052
22,0.80309,0.83301,0.61754,0.63403,0.80309,0.80309,0.80309
23,0.80807,0.82763,0.63122,0.65242,0.80807,0.80807,0.80807
24,0.80825,0.83476,0.62937,0.65009,0.80825,0.80825,0.80825
25,0.80991,0.82796,0.63566,0.65819,0.80991,0.80991,0.80991
26,0.81544,0.83238,0.64773,0.67357,0.81544,0.81544,0.81544
27,0.82612,0.81113,0.68744,0.7168,0.82612,0.82612,0.82612
28,0.83312,0.79808,0.72246,0.7472,0.83312,0.83312,0.83312
29,0.83146,0.8028,0.71124,0.7384,0.83146,0.83146,0.83146
30,0.82851,0.81626,0.69076,0.72081,0.82851,0.82851,0.82851
31,0.8263,0.81994,0.68213,0.71224,0.8263,0.8263,0.8263
32,0.82593,0.81948,0.68139,0.71141,0.82593,0.82593,0.82593
33,0.83164,0.80975,0.70519,0.73403,0.83164,0.83164,0.83164
34,0.83201,0.80993,0.70618,0.73498,0.83201,0.83201,0.83201
35,0.83478,0.80404,0.7211,0.74732,0.83478,0.83478,0.83478
36,0.83514,0.7979,0.73023,0.75354,0.83514,0.83514,0.83514
37,0.83533,0.79848,0.73011,0.75358,0.83533,0.83533,0.83533
38,0.83441,0.80445,0.71937,0.74591,0.83441,0.83441,0.83441
39,0.83459,0.79686,0.72962,0.75279,0.83459,0.83459,0.83459
40,0.83551,0.80348,0.72431,0.74993,0.83551,0.83551,0.83551
41,0.83496,0.79733,0.73036,0.75349,0.83496,0.83496,0.83496
42,0.8357,0.80289,0.72566,0.75094,0.8357,0.8357,0.8357
43,0.83551,0.79997,0.72875,0.75283,0.83551,0.83551,0.83551
44,0.83551,0.80129,0.72702,0.75171,0.83551,0.83551,0.83551
45,0.8368,0.79556,0.74047,0.76089,0.8368,0.8368,0.8368
46,0.83514,0.79722,0.73122,0.75416,0.83514,0.83514,0.83514
47,0.83588,0.80607,0.72258,0.74901,0.83588,0.83588,0.83588
48,0.83459,0.80627,0.71801,0.74508,0.83459,0.83459,0.83459
49,0.83386,0.81167,0.71036,0.73917,0.83386,0.83386,0.83386
50,0.83404,0.80652,0.71592,0.74328,0.83404,0.83404,0.83404
