round,client,train_loss
1,0,2302.11279296875
1,1,348.3315319558848
1,2,845.3353585379464
1,3,467.7727541478475
1,4,480.65414579936436
1,5,123.53574768738314
1,6,830.4216496785482
1,7,445.9405612309774
1,8,600.3650941689809
1,9,244.2176993233817
2,0,57.74642372131348
2,1,21.80249323637589
2,2,50.87872717721122
2,3,23.935993054707843
2,4,22.909462663105558
2,5,4.861560475826264
2,6,36.72330612606473
2,7,18.28593767484029
2,8,30.996286821365356
2,9,4.496337982586452
3,0,23.754587364196777
3,1,11.885180809186853
3,2,9.500286306653704
3,3,10.411431039174397
3,4,9.349934271403722
3,5,3.796913516521454
3,6,12.62725052303738
3,7,6.037831155459086
3,8,13.47727108001709
3,9,3.6306983283587866
4,0,16.42308521270752
4,1,11.033616953310759
4,2,7.442240374428885
4,3,10.013539269765218
4,4,8.28835881778172
4,5,3.482727534120733
4,6,11.792791324191624
4,7,6.037456393241882
4,8,10.965909051895142
4,9,3.076075976235526
5,0,13.207888221740722
5,1,9.939648661406144
5,2,7.368341173444476
5,3,8.656016960144044
5,4,8.133901146480015
5,5,3.3825640732591804
5,6,11.264843516879612
5,7,5.2466462333997095
5,8,10.786087989807129
5,9,2.164104063170297
6,0,9.893697357177734
6,1,9.147750821320907
6,2,7.486851733071464
6,3,8.005223331451417
6,4,7.666740587779453
6,5,3.0542076170444488
6,6,10.514853212568495
6,7,4.878303909301758
6,8,9.40554769039154
6,9,2.007717033794948
7,0,10.334904861450195
7,1,8.599025232895562
7,2,7.063317666734968
7,3,7.7519320933024085
7,4,7.48046864100865
7,5,2.919614480300383
7,6,10.69857349395752
7,7,4.807538477579753
7,8,9.227505071957905
7,9,1.9796321409089224
8,0,9.996163463592529
8,1,8.020426136514414
8,2,5.416286107472011
8,3,7.13815684000651
8,4,6.512243093763079
8,5,2.7198883674361487
8,6,10.280954382154677
8,7,4.438979705174764
8,8,9.038764158884684
8,9,2.096309001105172
9,0,8.243622493743896
9,1,7.120303688878598
9,2,4.960645403180804
9,3,6.6584818585713705
9,4,5.8352943079812185
9,5,2.3771629848263482
9,6,8.97556964026557
9,7,4.066842440764109
9,8,8.287498037020365
9,9,2.645096354825156
10,0,8.322765254974366
10,1,6.644205089237379
10,2,4.84807437488011
10,3,5.627677879333496
10,4,5.405843298775809
10,5,2.236051350290125
10,6,7.489463604821099
10,7,3.673176117738088
10,8,6.690412831306458
10,9,1.7980518238885062
11,0,8.060346508026123
11,1,5.630503409841786
11,2,4.473538896015712
11,3,5.062054262161255
11,4,5.348263062749591
11,5,2.0787550021301615
11,6,7.253680907355415
11,7,3.5510618249575296
11,8,6.029462961355845
11,9,1.5808295454297747
12,0,6.429100036621094
12,1,5.092564348552538
12,2,5.332894107273646
12,3,4.197661479314168
12,4,4.349438095092774
12,5,1.9395171561024405
12,6,6.452131218380398
12,7,3.1482263267040254
12,8,5.048414027690887
12,9,1.5060461299760002
13,0,5.526744747161866
13,1,4.56768336088761
13,2,4.0735558441707065
13,3,4.136329170862834
13,4,3.8360344103404453
13,5,1.9614734346216376
13,6,4.906446154912313
13,7,2.7499111612637837
13,8,4.982881887753805
13,9,1.4642515659332276
14,0,6.668251419067383
14,1,4.691582424744316
14,2,4.056314611434937
14,3,3.746004769007365
14,4,3.641560016359602
14,5,1.810429188338193
14,6,4.599234061770969
14,7,2.7580243746439614
14,8,4.276836021741231
14,9,1.2630733592169625
15,0,10.152000904083252
15,1,3.425455974495929
15,2,3.28497063432421
15,3,3.067028293609619
15,4,3.3104992594037737
15,5,1.6317069831219586
15,6,4.522611257765028
15,7,2.4392714977264403
15,8,3.9746106545130413
15,9,1.6660335625920977
16,0,6.9352422714233395
16,1,2.9097572741301163
16,2,3.177035290854318
16,3,3.914296662012736
16,4,2.613164746761322
16,5,1.5699399910189888
16,6,4.478677580091689
16,7,2.1898210008939105
16,8,3.237706975142161
16,9,1.7079181466783797
17,0,8.312087488174438
17,1,2.73989534067071
17,2,2.962961336544582
17,3,3.2914547316233316
17,4,2.980208490576063
17,5,1.5398686953566292
17,6,3.20821529229482
17,7,2.667500587304433
17,8,3.3093946536382037
17,9,1.2050442899976457
18,0,6.531764888763428
18,1,2.3878400460533475
18,2,2.23870530128479
18,3,2.253853538831075
18,4,2.9592154519898553
18,5,1.5431137239391153
18,6,3.439836615986294
18,7,2.3897475878397625
18,8,2.7626481393973035
18,9,1.453635937826974
19,0,6.92793459892273
19,1,2.6353463888168336
19,2,2.2326626062393187
19,3,2.442814038594564
19,4,2.4317965388298033
19,5,1.5512466384605927
19,6,3.808376087082757
19,7,2.0494243929783504
19,8,3.782606569925944
19,9,1.1198709539004734
20,0,3.9979920864105223
20,1,2.6128043661946836
20,2,2.569177072388785
20,3,2.187398756345113
20,4,2.680073479243687
20,5,1.6211183342066677
20,6,2.517739240328471
20,7,1.972787082195282
20,8,2.8495160818099974
20,9,2.1792944465364728
