round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.52913,0.32693,0.33351,0.24807,0.52913,0.52913,0.52913
2,0.52427,0.32498,0.33476,0.25395,0.52427,0.52427,0.52427
3,0.52152,0.33328,0.3365,0.25753,0.52152,0.52152,0.52152
4,0.52678,0.33874,0.33584,0.25237,0.52678,0.52678,0.52678
5,0.51852,0.29941,0.33895,0.2614,0.51852,0.51852,0.51852
6,0.5284,0.30438,0.33878,0.25605,0.5284,0.5284,0.5284
7,0.52781,0.31012,0.33913,0.25706,0.52781,0.52781,0.52781
8,0.50776,0.30846,0.34834,0.27537,0.50776,0.50776,0.50776
9,0.52781,0.30792,0.34129,0.26045,0.52781,0.52781,0.52781
10,0.49769,0.29224,0.3516,0.27872,0.49769,0.49769,0.49769
11,0.53061,0.29815,0.34345,0.26249,0.53061,0.53061,0.53061
12,0.49469,0.29894,0.3544,0.28082,0.49469,0.49469,0.49469
13,0.51435,0.30664,0.35271,0.27885,0.51435,0.51435,0.51435
14,0.39034,0.2951,0.36212,0.26593,0.39034,0.39034,0.39034
15,0.51061,0.29203,0.3497,0.27607,0.51061,0.51061,0.51061
16,0.49509,0.29729,0.35175,0.27868,0.49509,0.49509,0.49509
17,0.34961,0.29817,0.36288,0.25281,0.34961,0.34961,0.34961
18,0.53346,0.30945,0.34616,0.26547,0.53346,0.53346,0.53346
19,0.48713,0.30316,0.3574,0.2827,0.48713,0.48713,0.48713
20,0.53287,0.3165,0.35018,0.27168,0.53287,0.53287,0.53287
21,0.40611,0.30903,0.36081,0.26973,0.40611,0.40611,0.40611
22,0.53793,0.32411,0.34146,0.25396,0.53793,0.53793,0.53793
23,0.24855,0.30889,0.35389,0.202,0.24855,0.24855,0.24855
24,0.53832,0.32733,0.34262,0.25589,0.53832,0.53832,0.53832
25,0.14847,0.32016,0.3433,0.11464,0.14847,0.14847,0.14847
26,0.53881,0.3527,0.33456,0.23744,0.53881,0.53881,0.53881
27,0.19367,0.31628,0.34938,0.16067,0.19367,0.19367,0.19367
28,0.5393,0.37391,0.33718,0.24352,0.5393,0.5393,0.5393
29,0.16017,0.3198,0.34576,0.12771,0.16017,0.16017,0.16017
30,0.53945,0.37792,0.33703,0.24302,0.53945,0.53945,0.53945
31,0.16803,0.30804,0.34607,0.13611,0.16803,0.16803,0.16803
32,0.5395,0.37592,0.33722,0.2431,0.5395,0.5395,0.5395
33,0.178,0.32086,0.3469,0.14618,0.178,0.178,0.178
34,0.5398,0.3485,0.33861,0.24585,0.5398,0.5398,0.5398
35,0.16095,0.31757,0.34543,0.12864,0.16095,0.16095,0.16095
36,0.53975,0.3665,0.3384,0.24557,0.53975,0.53975,0.53975
37,0.28933,0.30068,0.36515,0.22683,0.28933,0.28933,0.28933
38,0.46286,0.31615,0.36704,0.28537,0.46286,0.46286,0.46286
39,0.36263,0.31663,0.37009,0.25961,0.36263,0.36263,0.36263
40,0.53061,0.35678,0.36314,0.2887,0.53061,0.53061,0.53061
41,0.49469,0.31982,0.36809,0.29089,0.49469,0.49469,0.49469
42,0.48202,0.34076,0.37172,0.29165,0.48202,0.48202,0.48202
43,0.5087,0.31782,0.37162,0.29526,0.5087,0.5087,0.5087
44,0.4833,0.3175,0.37303,0.29236,0.4833,0.4833,0.4833
45,0.45451,0.32084,0.37162,0.28595,0.45451,0.45451,0.45451
46,0.31291,0.31491,0.36422,0.23788,0.31291,0.31291,0.31291
47,0.5227,0.34126,0.36811,0.29362,0.5227,0.5227,0.5227
48,0.25985,0.29447,0.36017,0.20972,0.25985,0.25985,0.25985
49,0.54083,0.37891,0.34738,0.26346,0.54083,0.54083,0.54083
50,0.21485,0.32981,0.35931,0.17839,0.21485,0.21485,0.21485
