round,client,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,tp,fp,tn,fn,group_0_tp,group_0_fp,group_0_tn,group_0_fn,group_0_positive_rate,group_0_true_positive_rate,group_1_tp,group_1_fp,group_1_tn,group_1_fn,group_1_positive_rate,group_1_true_positive_rate,statistical_parity_difference,equal_opportunity_difference
1,0,0.61211,0.30605,0.5,0.37969,0.61211,0.61211,0.61211,0.0,0.0,546.0,346.0,0.0,0.0,292.0,13.0,0.0,0.0,0.0,0.0,254.0,333.0,0.0,0.0,0.0,0.0
1,1,0.65208,0.82584,0.50161,0.39776,0.65208,0.65208,0.65208,1.0,0.0,580.0,310.0,0.0,0.0,341.0,13.0,0.0,0.0,1.0,0.0,239.0,297.0,0.00186,0.00336,0.00186,0.00336
1,2,0.43883,0.52788,0.52019,0.42604,0.43883,0.43883,0.43883,262.0,440.0,129.0,60.0,7.0,249.0,69.0,2.0,0.78287,0.77778,255.0,191.0,60.0,58.0,0.79078,0.8147,0.00791,0.03692
1,3,0.63412,0.31706,0.5,0.38805,0.63412,0.63412,0.63412,0.0,0.0,565.0,326.0,0.0,0.0,321.0,14.0,0.0,0.0,0.0,0.0,244.0,312.0,0.0,0.0,0.0,0.0
1,4,0.63973,0.31987,0.5,0.39014,0.63973,0.63973,0.63973,0.0,0.0,570.0,321.0,0.0,0.0,328.0,10.0,0.0,0.0,0.0,0.0,242.0,311.0,0.0,0.0,0.0,0.0
1,5,0.63636,0.31854,0.49912,0.38889,0.63636,0.63636,0.63636,0.0,1.0,567.0,323.0,0.0,1.0,308.0,17.0,0.00307,0.0,0.0,0.0,259.0,306.0,0.0,0.0,-0.00307,0.0
1,6,0.44557,0.50254,0.50232,0.44374,0.44557,0.44557,0.44557,224.0,399.0,173.0,95.0,8.0,192.0,82.0,5.0,0.69686,0.61538,216.0,207.0,91.0,90.0,0.70033,0.70588,0.00347,0.0905
1,7,0.63075,0.31538,0.5,0.38679,0.63075,0.63075,0.63075,0.0,0.0,562.0,329.0,0.0,0.0,309.0,15.0,0.0,0.0,0.0,0.0,253.0,314.0,0.0,0.0,0.0,0.0
1,8,0.61616,0.80787,0.50146,0.38399,0.61616,0.61616,0.61616,1.0,0.0,548.0,342.0,0.0,0.0,300.0,17.0,0.0,0.0,1.0,0.0,248.0,325.0,0.00174,0.00307,0.00174,0.00307
1,9,0.44781,0.51323,0.5107,0.43973,0.44781,0.44781,0.44781,253.0,412.0,146.0,80.0,9.0,229.0,77.0,1.0,0.75316,0.9,244.0,183.0,69.0,79.0,0.74261,0.75542,-0.01056,-0.14458
2,0,0.57287,0.48968,0.49442,0.45775,0.57287,0.57287,0.57287,50.0,85.0,461.0,296.0,2.0,46.0,246.0,11.0,0.15738,0.15385,48.0,39.0,215.0,285.0,0.14821,0.14414,-0.00917,-0.0097
2,1,0.65657,0.6519,0.51251,0.42831,0.65657,0.65657,0.65657,11.0,6.0,574.0,300.0,0.0,2.0,339.0,13.0,0.00565,0.0,11.0,4.0,235.0,287.0,0.02793,0.03691,0.02228,0.03691
