round,client,train_loss
1,0,0.056674031913280486
1,1,0.4211808890104294
1,2,0.4878341108560562
1,3,0.32815238237380984
1,4,0.8060059964656829
1,5,0.2056974411010742
1,6,0.6984211206436157
1,7,0.7910402178764343
1,8,0.5577451288700104
1,9,0.6352999806404114
2,0,0.05404327362775803
2,1,0.35144811272621157
2,2,0.4396193861961365
2,3,0.2724724978208542
2,4,0.6865814328193665
2,5,0.17712780237197875
2,6,0.5646793365478515
2,7,0.6220831155776978
2,8,0.46631963551044464
2,9,0.5218242436647416
3,0,0.0920690841972828
3,1,0.3097467690706253
3,2,0.4284855544567108
3,3,0.2648818790912628
3,4,0.653270024061203
3,5,0.21320386826992035
3,6,0.5178954005241394
3,7,0.5465496063232422
3,8,0.4290885925292969
3,9,0.4992064446210861
4,0,0.08769666589796543
4,1,0.30319068431854246
4,2,0.43507432043552396
4,3,0.26138114631175996
4,4,0.6646942317485809
4,5,0.1891690358519554
4,6,0.5109136700630188
4,7,0.5474974274635315
4,8,0.4372525095939636
4,9,0.4981744706630707
5,0,0.1051795456558466
5,1,0.30123195946216585
5,2,0.421013155579567
5,3,0.2674027383327484
5,4,0.6333475947380066
5,5,0.2262297362089157
5,6,0.5037979423999787
5,7,0.5446176826953888
5,8,0.4353576570749283
5,9,0.5098896294832229
6,0,0.0755841825157404
6,1,0.30591881573200225
6,2,0.439035964012146
6,3,0.25381474792957304
6,4,0.6429394543170929
6,5,0.18834803402423858
6,6,0.5348300099372864
6,7,0.5506076991558075
6,8,0.4331883430480957
6,9,0.48774750232696534
7,0,0.10415606200695038
7,1,0.30305497646331786
7,2,0.42340717017650603
7,3,0.2590796500444412
7,4,0.6454102039337158
7,5,0.17920850813388825
7,6,0.5047524333000183
7,7,0.5662320554256439
7,8,0.4236090689897537
7,9,0.4969539135694504
8,0,0.08005708158016205
8,1,0.29206357300281527
8,2,0.4171638548374176
8,3,0.25460704118013383
8,4,0.6395052611827851
8,5,0.18160182237625122
8,6,0.5029048770666122
8,7,0.5466617524623871
8,8,0.42430188357830045
8,9,0.4936176657676697
9,0,0.10668882504105567
9,1,0.283223819732666
9,2,0.41216855943202974
9,3,0.26525166630744934
9,4,0.6380199670791626
9,5,0.19885636270046234
9,6,0.4998050004243851
9,7,0.5461304664611817
9,8,0.4376401960849762
9,9,0.49470301568508146
