round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.75778,0.84409,0.51478,0.45985,0.75778,0.75778,0.75778
2,0.81894,0.77461,0.70043,0.72346,0.81894,0.81894,0.81894
3,0.82686,0.77701,0.73212,0.74934,0.82686,0.82686,0.82686
4,0.83588,0.78883,0.74973,0.76552,0.83588,0.83588,0.83588
5,0.83791,0.79292,0.75034,0.76727,0.83791,0.83791,0.83791
6,0.83717,0.79333,0.74615,0.76442,0.83717,0.83717,0.83717
7,0.83662,0.79276,0.74479,0.76327,0.83662,0.83662,0.83662
8,0.83846,0.79597,0.74676,0.76566,0.83846,0.83846,0.83846
9,0.83864,0.79646,0.74664,0.76571,0.83864,0.83864,0.83864
10,0.8392,0.79755,0.747,0.76631,0.8392,0.8392,0.8392
11,0.83993,0.79846,0.74848,0.76766,0.83993,0.83993,0.83993
12,0.83957,0.79871,0.74651,0.76628,0.83957,0.83957,0.83957
13,0.84159,0.7997,0.75329,0.77149,0.84159,0.84159,0.84159
14,0.84122,0.79951,0.75206,0.77055,0.84122,0.84122,0.84122
15,0.84104,0.79996,0.75045,0.76954,0.84104,0.84104,0.84104
16,0.84122,0.79978,0.75156,0.77028,0.84122,0.84122,0.84122
17,0.84049,0.79874,0.75033,0.76908,0.84049,0.84049,0.84049
18,0.84049,0.79834,0.75107,0.76949,0.84049,0.84049,0.84049
19,0.84067,0.79818,0.75218,0.77023,0.84067,0.84067,0.84067
20,0.84122,0.80019,0.75082,0.76987,0.84122,0.84122,0.84122
21,0.83975,0.7958,0.7528,0.76991,0.83975,0.83975,0.83975
22,0.84049,0.79757,0.75255,0.7703,0.84049,0.84049,0.84049
23,0.83957,0.79643,0.75071,0.76863,0.83957,0.83957,0.83957
24,0.8403,0.79747,0.75194,0.76983,0.8403,0.8403,0.8403
25,0.84085,0.79802,0.75329,0.77096,0.84085,0.84085,0.84085
26,0.83993,0.79689,0.75144,0.7693,0.83993,0.83993,0.83993
27,0.84085,0.79853,0.7523,0.77043,0.84085,0.84085,0.84085
28,0.83993,0.79651,0.75219,0.76971,0.83993,0.83993,0.83993
29,0.84104,0.798,0.75416,0.77156,0.84104,0.84104,0.84104
30,0.84049,0.79757,0.75255,0.7703,0.84049,0.84049,0.84049
31,0.84049,0.79744,0.7528,0.77043,0.84049,0.84049,0.84049
32,0.84012,0.79674,0.75255,0.77004,0.84012,0.84012,0.84012
33,0.84049,0.79719,0.75329,0.7707,0.84049,0.84049,0.84049
34,0.84104,0.79788,0.7544,0.7717,0.84104,0.84104,0.84104
35,0.83993,0.79651,0.75219,0.76971,0.83993,0.83993,0.83993
36,0.8403,0.79648,0.75391,0.77091,0.8403,0.8403,0.8403
37,0.83993,0.79627,0.75268,0.76998,0.83993,0.83993,0.83993
38,0.83975,0.79568,0.75305,0.77005,0.83975,0.83975,0.83975
39,0.83957,0.79569,0.75219,0.76945,0.83957,0.83957,0.83957
40,0.84104,0.79812,0.75391,0.77143,0.84104,0.84104,0.84104
41,0.83993,0.79651,0.75219,0.76971,0.83993,0.83993,0.83993
42,0.8403,0.79684,0.75317,0.77051,0.8403,0.8403,0.8403
43,0.84049,0.79683,0.75403,0.7711,0.84049,0.84049,0.84049
44,0.84104,0.79775,0.75465,0.77183,0.84104,0.84104,0.84104
45,0.8403,0.79709,0.75268,0.77024,0.8403,0.8403,0.8403
46,0.84012,0.7965,0.75305,0.77031,0.84012,0.84012,0.84012
47,0.84104,0.79727,0.75564,0.77236,0.84104,0.84104,0.84104
48,0.84122,0.7986,0.75378,0.77149,0.84122,0.84122,0.84122
49,0.84049,0.79732,0.75305,0.77057,0.84049,0.84049,0.84049
50,0.84067,0.79706,0.7544,0.77143,0.84067,0.84067,0.84067
