round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.52506,0.32179,0.33489,0.25369,0.52506,0.52506,0.52506
2,0.52977,0.32202,0.33245,0.24753,0.52977,0.52977,0.52977
3,0.50413,0.31804,0.33821,0.26602,0.50413,0.50413,0.50413
4,0.5282,0.32423,0.33548,0.25125,0.5282,0.5282,0.5282
5,0.50324,0.2959,0.34544,0.27246,0.50324,0.50324,0.50324
6,0.52997,0.29844,0.33548,0.24841,0.52997,0.52997,0.52997
7,0.53847,0.32642,0.33362,0.23539,0.53847,0.53847,0.53847
8,0.4602,0.31565,0.34678,0.27458,0.4602,0.4602,0.4602
9,0.53695,0.29224,0.33376,0.23779,0.53695,0.53695,0.53695
10,0.45622,0.28904,0.34732,0.27255,0.45622,0.45622,0.45622
11,0.42208,0.27727,0.34937,0.26886,0.42208,0.42208,0.42208
12,0.47175,0.32256,0.36021,0.2828,0.47175,0.47175,0.47175
13,0.1244,0.33186,0.33691,0.08484,0.1244,0.1244,0.1244
14,0.15997,0.31367,0.34361,0.12795,0.15997,0.15997,0.15997
15,0.3587,0.29278,0.3565,0.25394,0.3587,0.3587,0.3587
16,0.53616,0.34367,0.33327,0.23955,0.53616,0.53616,0.53616
17,0.24644,0.28591,0.34735,0.19973,0.24644,0.24644,0.24644
18,0.5253,0.33568,0.33555,0.25802,0.5253,0.5253,0.5253
19,0.53921,0.43959,0.33381,0.23515,0.53921,0.53921,0.53921
20,0.51774,0.30642,0.34071,0.26433,0.51774,0.51774,0.51774
21,0.53876,0.27067,0.33382,0.23521,0.53876,0.53876,0.53876
22,0.44281,0.32418,0.34195,0.26991,0.44281,0.44281,0.44281
23,0.37192,0.32915,0.36011,0.26462,0.37192,0.37192,0.37192
24,0.537,0.25159,0.33773,0.24636,0.537,0.537,0.537
25,0.11329,0.37525,0.33415,0.06924,0.11329,0.11329,0.11329
26,0.53871,0.2609,0.33322,0.23383,0.53871,0.53871,0.53871
27,0.53867,0.30396,0.33402,0.236,0.53867,0.53867,0.53867
28,0.178,0.31871,0.34092,0.14643,0.178,0.178,0.178
29,0.19289,0.32733,0.34504,0.15981,0.19289,0.19289,0.19289
30,0.53714,0.34595,0.33457,0.24094,0.53714,0.53714,0.53714
31,0.19746,0.29024,0.34675,0.1638,0.19746,0.19746,0.19746
32,0.51661,0.32695,0.33503,0.26034,0.51661,0.51661,0.51661
33,0.11919,0.34808,0.33555,0.0781,0.11919,0.11919,0.11919
34,0.53837,0.32718,0.33352,0.23554,0.53837,0.53837,0.53837
35,0.11718,0.35598,0.3339,0.07791,0.11718,0.11718,0.11718
36,0.53365,0.30559,0.33631,0.24724,0.53365,0.53365,0.53365
37,0.53719,0.38987,0.33567,0.25059,0.53719,0.53719,0.53719
38,0.11649,0.31605,0.33315,0.07482,0.11649,0.11649,0.11649
39,0.29532,0.33145,0.34944,0.22651,0.29532,0.29532,0.29532
40,0.53483,0.37194,0.34251,0.26341,0.53483,0.53483,0.53483
41,0.52348,0.31318,0.33904,0.25999,0.52348,0.52348,0.52348
42,0.49322,0.33242,0.33736,0.27855,0.49322,0.49322,0.49322
43,0.2883,0.28751,0.3385,0.22015,0.2883,0.2883,0.2883
44,0.53921,0.38374,0.33399,0.23551,0.53921,0.53921,0.53921
45,0.35398,0.35901,0.36746,0.25646,0.35398,0.35398,0.35398
46,0.22551,0.2864,0.33774,0.18451,0.22551,0.22551,0.22551
47,0.53817,0.40545,0.33922,0.24941,0.53817,0.53817,0.53817
48,0.22192,0.39196,0.34142,0.1821,0.22192,0.22192,0.22192
49,0.54039,0.41419,0.33561,0.24032,0.54039,0.54039,0.54039
50,0.53847,0.33645,0.33403,0.23631,0.53847,0.53847,0.53847
