round,client,train_loss
1,0,2300.51796875
1,1,344.8621754190196
1,2,835.7128653390067
1,3,466.614594523112
1,4,488.2798892702375
1,5,120.80844033848156
1,6,823.3506526523166
1,7,461.8668497721354
1,8,609.0242108186086
1,9,241.83961639404296
2,0,57.530344009399414
2,1,21.43831965405008
2,2,44.09929090227399
2,3,23.854027468363444
2,4,20.22390956197466
2,5,4.975229922207919
2,6,36.724037424723306
2,7,17.8553124666214
2,8,30.581230036417644
2,9,5.183515082086836
3,0,24.380408668518065
3,1,11.852870609449303
3,2,7.928861468178885
3,3,10.271966724395751
3,4,9.154692792892456
3,5,3.754487595774911
3,6,13.22745770348443
3,7,5.96856373945872
3,8,12.603310759862264
3,9,2.968371673992702
4,0,17.005663871765137
4,1,10.923924408788267
4,2,7.403931495121547
4,3,9.624499231974283
4,4,8.331870133536203
4,5,3.4491978260603817
4,6,12.07066667344835
4,7,5.58399220307668
4,8,11.09649273554484
4,9,2.585528404372079
5,0,13.560638809204102
5,1,10.063074393894361
5,2,6.717808846064976
5,3,8.675023104349773
5,4,7.828928845269339
5,5,3.2884462811730124
5,6,11.193792343139648
5,7,5.16592770020167
5,8,10.567348249753316
5,9,2.37025648866381
6,0,11.426985549926759
6,1,9.261765716386877
6,2,6.221300656454904
6,3,7.897121918996175
6,4,7.319988775253296
6,5,3.0517530793493446
6,6,10.243312750922309
6,7,4.744243248303731
6,8,9.44508896668752
6,9,2.2295168467930386
7,0,10.67693281173706
7,1,8.555164374475893
7,2,5.691943400246757
7,3,7.386746482849121
7,4,6.715690789903913
7,5,2.785929101705551
7,6,9.694631301032173
7,7,4.340956966082255
7,8,8.786394834518433
7,9,1.921240098135812
8,0,10.031977558135987
8,1,7.5936387684034266
8,2,5.155065931592669
8,3,6.555114663441976
8,4,6.0050224099840435
8,5,2.6055913350798865
8,6,8.858302487267387
8,7,4.0311134338378904
8,8,7.801296424865723
8,9,2.110845467022487
9,0,9.099731922149658
9,1,6.665047110681948
9,2,4.7113955770220075
9,3,6.067790075937907
9,4,5.557211324146816
9,5,2.2845847005193884
9,6,8.359714635213216
9,7,3.6411210775375364
9,8,7.467126925786336
9,9,1.7847779955182757
10,0,8.528909683227539
10,1,6.14957159291143
10,2,4.21751196043832
10,3,5.307727123896281
10,4,4.817713264056614
10,5,2.1369530444795437
10,6,6.832177374098036
10,7,3.348616588115692
10,8,6.171623229980469
10,9,1.7168985043253218
11,0,7.977943706512451
11,1,5.272613867469456
11,2,3.7122606004987446
11,3,4.628040208816528
11,4,4.637541689191546
11,5,1.997065355019136
11,6,6.463836394415962
11,7,3.164238083362579
11,8,5.504332439104716
11,9,1.6960976447377887
12,0,6.957901859283448
12,1,4.654015717299088
12,2,3.509624692371913
12,3,3.995237741470337
12,4,3.849160865374974
12,5,1.816146714037115
12,6,5.227669954299927
12,7,2.7828356166680654
12,8,4.662314057350159
12,9,1.470630713871547
13,0,5.993792247772217
13,1,4.047687885035639
13,2,3.1393153054373606
13,3,3.9102656078338622
13,4,3.3158923183168683
13,5,1.7180020267313176
13,6,4.3542286396026615
13,7,2.507989050944646
13,8,4.128646528720855
13,9,1.3914401394980294
14,0,5.705317974090576
14,1,3.519656969153363
14,2,2.943445713179452
14,3,3.139382880528768
14,4,3.071062139102391
14,5,1.6155182413079523
14,6,4.031119277742174
14,7,2.3171602884928384
14,8,3.5812354485193887
14,9,1.1948730843407767
15,0,6.034310674667358
15,1,3.12037048443504
15,2,2.507474170412336
15,3,2.78530486424764
15,4,2.78823869568961
15,5,1.5218521326780319
15,6,3.432932408650716
15,7,2.110082681973775
15,8,3.2852546016375226
15,9,1.3722081984792436
16,0,4.901734304428101
16,1,2.545546355454818
16,2,2.57924622126988
16,3,2.634299373626709
16,4,2.4675157053130015
16,5,1.4449802195483987
16,6,3.1510211096869574
16,7,1.970238564411799
16,8,2.690616699059804
16,9,1.1889153684888567
17,0,4.619940853118896
17,1,2.3928498900454978
17,2,2.196376848220825
17,3,2.4535859298706053
17,4,2.349329854760851
17,5,1.4137357337908312
17,6,2.462370949321323
17,7,1.9605259676774343
17,8,2.5597552676995594
17,9,1.276796361378261
18,0,3.8050185680389403
18,1,2.1658958694209223
18,2,2.0055874245507375
18,3,2.12527760664622
18,4,2.473320092473711
18,5,1.425100557099689
18,6,2.926744318008423
18,7,1.808929047981898
18,8,2.1781718611717222
18,9,1.1626192467553276
19,0,4.081219959259033
19,1,1.98273620709129
19,2,1.9028070381709508
19,3,2.176958653132121
19,4,2.312901098387582
19,5,1.4285889793526043
19,6,2.4168351729710897
19,7,1.7185544987519583
19,8,2.7403781612714133
19,9,1.0980943424361094
20,0,2.9486042499542235
20,1,2.0336981617886085
20,2,1.8028793913977488
20,3,2.054280751546224
20,4,2.183309667451041
20,5,1.494413034753366
20,6,2.197395250532362
20,7,1.842163908481598
20,8,1.9246829529603322
20,9,1.3146629333496094
