round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.46001,0.35042,0.34833,0.34487,0.46001,0.46001,0.46001
2,0.47445,0.35922,0.35471,0.35187,0.47445,0.47445,0.47445
3,0.48732,0.3582,0.3509,0.34275,0.48732,0.48732,0.48732
4,0.49391,0.35707,0.34848,0.3363,0.49391,0.49391,0.49391
5,0.48929,0.36084,0.3532,0.34638,0.48929,0.48929,0.48929
6,0.49288,0.3625,0.35208,0.34284,0.49288,0.49288,0.49288
7,0.49848,0.36384,0.35019,0.33676,0.49848,0.49848,0.49848
8,0.50796,0.37282,0.35204,0.33452,0.50796,0.50796,0.50796
9,0.5172,0.37341,0.34754,0.31799,0.5172,0.5172,0.5172
10,0.51066,0.37369,0.35141,0.33115,0.51066,0.51066,0.51066
11,0.52206,0.36893,0.34841,0.31556,0.52206,0.52206,0.52206
12,0.5254,0.36811,0.34907,0.31385,0.5254,0.5254,0.5254
13,0.51941,0.36532,0.35122,0.32416,0.51941,0.51941,0.51941
14,0.52633,0.36822,0.35054,0.3165,0.52633,0.52633,0.52633
15,0.52982,0.36962,0.34924,0.30942,0.52982,0.52982,0.52982
16,0.5255,0.36716,0.35256,0.32197,0.5255,0.5255,0.5255
17,0.52137,0.36581,0.35394,0.32827,0.52137,0.52137,0.52137
18,0.53375,0.3731,0.35078,0.30888,0.53375,0.53375,0.53375
19,0.5365,0.37464,0.34891,0.29966,0.5365,0.5365,0.5365
20,0.54161,0.38579,0.34615,0.28069,0.54161,0.54161,0.54161
21,0.53724,0.37753,0.35087,0.30439,0.53724,0.53724,0.53724
22,0.53783,0.37736,0.35101,0.30397,0.53783,0.53783,0.53783
23,0.54122,0.3826,0.34927,0.29306,0.54122,0.54122,0.54122
24,0.53989,0.38176,0.35482,0.31249,0.53989,0.53989,0.53989
25,0.5393,0.3814,0.35605,0.31637,0.5393,0.5393,0.5393
26,0.54152,0.38275,0.35244,0.30309,0.54152,0.54152,0.54152
27,0.54161,0.38441,0.35398,0.30736,0.54161,0.54161,0.54161
28,0.54387,0.39141,0.35224,0.29811,0.54387,0.54387,0.54387
29,0.54613,0.39317,0.35062,0.29001,0.54613,0.54613,0.54613
30,0.54402,0.38833,0.35567,0.30948,0.54402,0.54402,0.54402
31,0.54373,0.38413,0.35879,0.31872,0.54373,0.54373,0.54373
32,0.5479,0.39342,0.35206,0.2918,0.5479,0.5479,0.5479
33,0.54746,0.39743,0.3538,0.29878,0.54746,0.54746,0.54746
34,0.54893,0.39954,0.35268,0.29226,0.54893,0.54893,0.54893
35,0.55006,0.40815,0.35158,0.28625,0.55006,0.55006,0.55006
36,0.5482,0.40256,0.35501,0.30175,0.5482,0.5482,0.5482
37,0.54844,0.39644,0.35927,0.31402,0.54844,0.54844,0.54844
38,0.55041,0.41152,0.35299,0.28982,0.55041,0.55041,0.55041
39,0.5511,0.41326,0.35334,0.29031,0.5511,0.5511,0.5511
40,0.5509,0.40699,0.35951,0.31166,0.5509,0.5509,0.5509
41,0.54997,0.39967,0.36313,0.32288,0.54997,0.54997,0.54997
42,0.54972,0.3976,0.36073,0.31682,0.54972,0.54972,0.54972
43,0.55198,0.41001,0.35835,0.30613,0.55198,0.55198,0.55198
44,0.55296,0.4156,0.35955,0.30835,0.55296,0.55296,0.55296
45,0.55345,0.42371,0.3565,0.29747,0.55345,0.55345,0.55345
46,0.55458,0.41785,0.35979,0.30732,0.55458,0.55458,0.55458
47,0.55375,0.41578,0.36086,0.31131,0.55375,0.55375,0.55375
48,0.55419,0.41907,0.35732,0.29947,0.55419,0.55419,0.55419
49,0.55552,0.41679,0.36299,0.31553,0.55552,0.55552,0.55552
50,0.5534,0.42462,0.35387,0.28877,0.5534,0.5534,0.5534
